value                                     ;replacement
"PORICI N. SAZ."                          ;"Po¯ÌËÌ nad S·zavou"
"PORICI N. SAZAVOU"                       ;"Po¯ÌËÌ nad S·zavou"
"PORICI N./ S"                            ;"Po¯ÌËÌ nad S·zavou"
"PORICI N./ S."                           ;"Po¯ÌËÌ nad S·zavou"
"PORICI N./ SAZ"                          ;"Po¯ÌËÌ nad S·zavou"
"PORICI N./ SAZ."                         ;"Po¯ÌËÌ nad S·zavou"
"PORICI N./ SAZAVOU"                      ;"Po¯ÌËÌ nad S·zavou"
"PORICI N./S"                             ;"Po¯ÌËÌ nad S·zavou"
"PORICI N./S."                            ;"Po¯ÌËÌ nad S·zavou"
"PORICI N./SAZ"                           ;"Po¯ÌËÌ nad S·zavou"
"PORICI N./SAZ."                          ;"Po¯ÌËÌ nad S·zavou"
"PORICI N./SAZAVOU"                       ;"Po¯ÌËÌ nad S·zavou"
"PORICI N.S"                              ;"Po¯ÌËÌ nad S·zavou"
"PORICI N.S."                             ;"Po¯ÌËÌ nad S·zavou"
"PORICI N.SAZ"                            ;"Po¯ÌËÌ nad S·zavou"
"PORICI N.SAZ."                           ;"Po¯ÌËÌ nad S·zavou"
"PORICI N.SAZAVOU"                        ;"Po¯ÌËÌ nad S·zavou"
"PORICI N/ S"                             ;"Po¯ÌËÌ nad S·zavou"
"PORICI N/ S."                            ;"Po¯ÌËÌ nad S·zavou"
"PORICI N/ SAZ"                           ;"Po¯ÌËÌ nad S·zavou"
"PORICI N/ SAZ."                          ;"Po¯ÌËÌ nad S·zavou"
"PORICI N/ SAZAVOU"                       ;"Po¯ÌËÌ nad S·zavou"
"PORICI N/S"                              ;"Po¯ÌËÌ nad S·zavou"
"PORICI N/S."                             ;"Po¯ÌËÌ nad S·zavou"
"PORICI N/SAZ"                            ;"Po¯ÌËÌ nad S·zavou"
"PORICI N/SAZ."                           ;"Po¯ÌËÌ nad S·zavou"
"PORICI N/SAZAVOU"                        ;"Po¯ÌËÌ nad S·zavou"
"PORICI NAD S"                            ;"Po¯ÌËÌ nad S·zavou"
"PORICI NAD S."                           ;"Po¯ÌËÌ nad S·zavou"
"PORICI NAD SAZ"                          ;"Po¯ÌËÌ nad S·zavou"
"PORICI NAD SAZ."                         ;"Po¯ÌËÌ nad S·zavou"
"PORICI NAD SAZAVOU"                      ;"Po¯ÌËÌ nad S·zavou"
"PORICI NS"                               ;"Po¯ÌËÌ nad S·zavou"
"PORICI NS."                              ;"Po¯ÌËÌ nad S·zavou"
"PORICI NSAZ"                             ;"Po¯ÌËÌ nad S·zavou"
"PORICI NSAZ."                            ;"Po¯ÌËÌ nad S·zavou"
"PORICI NSAZAVOU"                         ;"Po¯ÌËÌ nad S·zavou"
"PORICI U L"                              ;"Po¯ÌËÌ u Litomyöle"
"PORICI U L."                             ;"Po¯ÌËÌ u Litomyöle"
"PORICI U LIT"                            ;"Po¯ÌËÌ u Litomyöle"
"PORICI U LIT."                           ;"Po¯ÌËÌ u Litomyöle"
"PORICI U LITOM"                          ;"Po¯ÌËÌ u Litomyöle"
"PORICI U LITOM."                         ;"Po¯ÌËÌ u Litomyöle"
"PORICI U LITOMYSLE"                      ;"Po¯ÌËÌ u Litomyöle"
"PORICI U LYTOMYSLE"                      ;"Po¯ÌËÌ u Litomyöle"
"PORICI UL"                               ;"Po¯ÌËÌ u Litomyöle"
"PORICI UL."                              ;"Po¯ÌËÌ u Litomyöle"
"PORICI ULIT"                             ;"Po¯ÌËÌ u Litomyöle"
"PORICI ULIT."                            ;"Po¯ÌËÌ u Litomyöle"
"PORICI ULITOM"                           ;"Po¯ÌËÌ u Litomyöle"
"PORICI ULITOM."                          ;"Po¯ÌËÌ u Litomyöle"
"PORICI ULITOMYSLE"                       ;"Po¯ÌËÌ u Litomyöle"
"PORIN"                                   ;"Po¯Ìn"
"POSEC"                                   ;"PoseË"
"POSNA"                                   ;"Poön·"
"POSTA KYNSPERK"                          ;"Kynöperk nad Oh¯Ì"
"POSTORNA"                                ;"Poötorn·"
"POSTOVICE"                               ;"Poötovice"
"POSTREKOV"                               ;"Post¯ekov"
"POSTRELMOV"                              ;"Post¯elmov"
"POSTRELMUVEK"                            ;"Post¯elm˘vek"
"POSTRELNA"                               ;"Post¯eln·"
"POSTRIZIN"                               ;"Post¯iûÌn"
"POTEC"                                   ;"PoteË"
"POTEHY"                                  ;"PotÏhy"
"POTIN"                                   ;"PotÌn"
"POTOCISTE"                               ;"PotoËiötÏ"
"POTOCNA"                                 ;"PotoËn·"
"POTSTAT"                                 ;"Potöt·t"
"POTSTEJN"                                ;"Potötejn"
"POTUCKY"                                 ;"Pot˘Ëky"
"POTUCNIK"                                ;"Pot˘ËnÌk"
"POTVOROV P. KRALOVICE"                   ;"Potvorov"
"POTVOROV P. KRALOVICE."                  ;"Potvorov"
"POUST"                                   ;"Pouöù"
"POUSTE"                                  ;"PouötÏ"
"POUZDRANY"                               ;"Pouzd¯any"
"POVLCIN"                                 ;"PovlËÌn"
"POVODI"                                  ;"PovodÌ"
"POZDATIN"                                ;"PozÔatÌn"
"POZDATKY"                                ;"PozÔ·tky"
"POZDECHOV"                               ;"PozdÏchov"
"POZDEN"                                  ;"PozdeÚ"
"POZDYNE"                                 ;"PozdynÏ"
"POZORICE"                                ;"Pozo¯ice"
"PO»-TETÃTICE"                            ;"PoËenice-TetÏtice"
"PO».-TETÃTICE"                           ;"PoËenice-TetÏtice"
"PO»EN-TET"                               ;"PoËenice-TetÏtice"
"PO»EN-TET."                              ;"PoËenice-TetÏtice"
"PO»EN-TETÃT"                             ;"PoËenice-TetÏtice"
"PO»EN-TETÃT."                            ;"PoËenice-TetÏtice"
"PO»EN-TETÃTICE"                          ;"PoËenice-TetÏtice"
"PO»EN.-TET"                              ;"PoËenice-TetÏtice"
"PO»EN.-TET."                             ;"PoËenice-TetÏtice"
"PO»EN.-TETÃT"                            ;"PoËenice-TetÏtice"
"PO»EN.-TETÃT."                           ;"PoËenice-TetÏtice"
"PO»EN.-TETÃTICE"                         ;"PoËenice-TetÏtice"
"PO»ENICE TETÃTICE"                       ;"PoËenice-TetÏtice"
"PO»ENICE-TET"                            ;"PoËenice-TetÏtice"
"PO»ENICE-TET."                           ;"PoËenice-TetÏtice"
"PO»ENICE-TETÃT"                          ;"PoËenice-TetÏtice"
"PO»ENICE-TETÃT."                         ;"PoËenice-TetÏtice"
"PO»ETICE-TETÃTICE"                       ;"PoËenice-TetÏtice"
"POÿÕ»Õ N S"                              ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ N S."                             ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ N S¡Z"                            ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ N S¡Z."                           ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ N S¡ZAVOU"                        ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ N. S"                             ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ N. S."                            ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ N. S¡Z"                           ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ N. S¡Z."                          ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ N. S¡ZAVOU"                       ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ N./ S"                            ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ N./ S."                           ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ N./ S¡Z"                          ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ N./ S¡Z."                         ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ N./ S¡ZAVOU"                      ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ N./S"                             ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ N./S."                            ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ N./S¡Z"                           ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ N./S¡Z."                          ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ N./S¡ZAVOU"                       ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ N.S"                              ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ N.S."                             ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ N.S¡Z"                            ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ N.S¡Z."                           ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ N.S¡ZAVOU"                        ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ N/ S"                             ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ N/ S."                            ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ N/ S¡Z"                           ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ N/ S¡Z."                          ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ N/ S¡ZAVOU"                       ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ N/S"                              ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ N/S."                             ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ N/S¡Z"                            ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ N/S¡Z."                           ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ N/S¡ZAVOU"                        ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ NAD S"                            ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ NAD S."                           ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ NAD S¡Z"                          ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ NAD S¡Z."                         ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ NS"                               ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ NS."                              ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ NS¡Z"                             ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ NS¡Z."                            ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ NS¡ZAVOU"                         ;"Po¯ÌËÌ nad S·zavou"
"POÿÕ»Õ U L"                              ;"Po¯ÌËÌ u Litomyöle"
"POÿÕ»Õ U L."                             ;"Po¯ÌËÌ u Litomyöle"
"POÿÕ»Õ U LIT"                            ;"Po¯ÌËÌ u Litomyöle"
"POÿÕ»Õ U LIT."                           ;"Po¯ÌËÌ u Litomyöle"
"POÿÕ»Õ U LITOM"                          ;"Po¯ÌËÌ u Litomyöle"
"POÿÕ»Õ U LITOM."                         ;"Po¯ÌËÌ u Litomyöle"
"POÿÕ»Õ U LYTOMYäLE"                      ;"Po¯ÌËÌ u Litomyöle"
"POÿÕ»Õ UL"                               ;"Po¯ÌËÌ u Litomyöle"
"POÿÕ»Õ UL."                              ;"Po¯ÌËÌ u Litomyöle"
"POÿÕ»Õ ULIT"                             ;"Po¯ÌËÌ u Litomyöle"
"POÿÕ»Õ ULIT."                            ;"Po¯ÌËÌ u Litomyöle"
"POÿÕ»Õ ULITOM"                           ;"Po¯ÌËÌ u Litomyöle"
"POÿÕ»Õ ULITOM."                          ;"Po¯ÌËÌ u Litomyöle"
"POÿÕ»Õ ULITOMYäLE"                       ;"Po¯ÌËÌ u Litomyöle"
"POäTA KYNäPERK"                          ;"Kynöperk nad Oh¯Ì"
"PRAA"                                    ;"Praha"
"PRAAA"                                   ;"Praha"
"PRACHEN"                                 ;"Pr·cheÚ"
"PRACKOVICE N L"                          ;"Prackovice nad Labem"
"PRACKOVICE N L."                         ;"Prackovice nad Labem"
"PRACKOVICE N LAB"                        ;"Prackovice nad Labem"
"PRACKOVICE N LAB."                       ;"Prackovice nad Labem"
"PRACKOVICE N LABEM"                      ;"Prackovice nad Labem"
"PRACKOVICE N. L"                         ;"Prackovice nad Labem"
"PRACKOVICE N. L."                        ;"Prackovice nad Labem"
"PRACKOVICE N. LAB"                       ;"Prackovice nad Labem"
"PRACKOVICE N. LAB."                      ;"Prackovice nad Labem"
"PRACKOVICE N. LABEM"                     ;"Prackovice nad Labem"
"PRACKOVICE N.L"                          ;"Prackovice nad Labem"
"PRACKOVICE N.L."                         ;"Prackovice nad Labem"
"PRACKOVICE N.LAB"                        ;"Prackovice nad Labem"
"PRACKOVICE N.LAB."                       ;"Prackovice nad Labem"
"PRACKOVICE N.LABEM"                      ;"Prackovice nad Labem"
"PRACKOVICE N/ L"                         ;"Prackovice nad Labem"
"PRACKOVICE N/ L."                        ;"Prackovice nad Labem"
"PRACKOVICE N/ LAB"                       ;"Prackovice nad Labem"
"PRACKOVICE N/ LAB."                      ;"Prackovice nad Labem"
"PRACKOVICE N/ LABEM"                     ;"Prackovice nad Labem"
"PRACKOVICE N/L"                          ;"Prackovice nad Labem"
"PRACKOVICE N/L."                         ;"Prackovice nad Labem"
"PRACKOVICE N/LAB"                        ;"Prackovice nad Labem"
"PRACKOVICE N/LAB."                       ;"Prackovice nad Labem"
"PRACKOVICE N/LABEM"                      ;"Prackovice nad Labem"
"PRACKOVICE NAD L"                        ;"Prackovice nad Labem"
"PRACKOVICE NAD L."                       ;"Prackovice nad Labem"
"PRACKOVICE NAD LAB"                      ;"Prackovice nad Labem"
"PRACKOVICE NAD LAB."                     ;"Prackovice nad Labem"
"PRACKOVICE NL"                           ;"Prackovice nad Labem"
"PRACKOVICE NL."                          ;"Prackovice nad Labem"
"PRACKOVICE NLAB"                         ;"Prackovice nad Labem"
"PRACKOVICE NLAB."                        ;"Prackovice nad Labem"
"PRACKOVICE NLABEM"                       ;"Prackovice nad Labem"
"PRACOV"                                  ;"Pr·Ëov"
"PRADLO"                                  ;"Pr·dlo"
"PRAH"                                    ;"Praha"
"PRAHA - VYCH"                            ;"Praha-v˝chod"
"PRAHA - VYCH."                           ;"Praha-v˝chod"
"PRAHA - V›CH"                            ;"Praha-v˝chod"
"PRAHA - V›CH."                           ;"Praha-v˝chod"
"PRAHA - ZAP"                             ;"Praha-z·pad"
"PRAHA - ZAP."                            ;"Praha-z·pad"
"PRAHA - Z¡P"                             ;"Praha-z·pad"
"PRAHA - Z¡P."                            ;"Praha-z·pad"
"PRAHA -VYCH"                             ;"Praha-v˝chod"
"PRAHA -VYCH."                            ;"Praha-v˝chod"
"PRAHA -V›CH"                             ;"Praha-v˝chod"
"PRAHA -V›CH."                            ;"Praha-v˝chod"
"PRAHA -ZAP"                              ;"Praha-z·pad"
"PRAHA -ZAP."                             ;"Praha-z·pad"
"PRAHA -Z¡P"                              ;"Praha-z·pad"
"PRAHA -Z¡P."                             ;"Praha-z·pad"
"PRAHA . PREDNI K"                        ;"P¯ednÌ Kopanina"
"PRAHA . PREDNI K."                       ;"P¯ednÌ Kopanina"
"PRAHA . PÿEDNÕ K"                        ;"P¯ednÌ Kopanina"
"PRAHA . PÿEDNÕ K."                       ;"P¯ednÌ Kopanina"
"PRAHA .MODKANY"                          ;"Mod¯any"
"PRAHA 1"                                 ;"Praha"
"PRAHA 10"                                ;"Praha"
"PRAHA 10 H.MECHOLUPY"                    ;"Praha HornÌ MÏcholupy"
"PRAHA 10 H.MÃCHOLUPY"                    ;"Praha HornÌ MÏcholupy"
"PRAHA 10, H.MECHOLUPY"                   ;"Praha HornÌ MÏcholupy"
"PRAHA 10, H.MÃCHOLUPY"                   ;"Praha HornÌ MÏcholupy"
"PRAHA 11"                                ;"Praha"
"PRAHA 12"                                ;"Praha"
"PRAHA 13"                                ;"Praha"
"PRAHA 14"                                ;"Praha"
"PRAHA 15"                                ;"Praha"
"PRAHA 15 H.MECHOLUPY"                    ;"Praha HornÌ MÏcholupy"
"PRAHA 15 H.MÃCHOLUPY"                    ;"Praha HornÌ MÏcholupy"
"PRAHA 16"                                ;"Praha"
"PRAHA 17"                                ;"Praha"
