value                                     ;replacement
"PLANA NAD L."                            ;"Plan· nad LuûnicÌ"
"PLANA NAD LUZ"                           ;"Plan· nad LuûnicÌ"
"PLANA NAD LUZ."                          ;"Plan· nad LuûnicÌ"
"PLANA NAD LUZNICI"                       ;"Plan· nad LuûnicÌ"
"PLANA NL"                                ;"Plan· nad LuûnicÌ"
"PLANA NL."                               ;"Plan· nad LuûnicÌ"
"PLANA NLUZ"                              ;"Plan· nad LuûnicÌ"
"PLANA NLUZ."                             ;"Plan· nad LuûnicÌ"
"PLANA NLUZNICI"                          ;"Plan· nad LuûnicÌ"
"PLANA U M.L."                            ;"Plan· u Mari·nsk˝ch L·znÌ"
"PLANA U MAR LAZNI"                       ;"Plan· u Mari·nsk˝ch L·znÌ"
"PLANA U MAR. LAZNI"                      ;"Plan· u Mari·nsk˝ch L·znÌ"
"PLANA U MAR.LAZNI"                       ;"Plan· u Mari·nsk˝ch L·znÌ"
"PLANA U MARIAN. LAZNI"                   ;"Plan· u Mari·nsk˝ch L·znÌ"
"PLANA U MARIAN.LAZNI"                    ;"Plan· u Mari·nsk˝ch L·znÌ"
"PLANA U MARIANSKYCH"                     ;"Plan· u Mari·nsk˝ch L·znÌ"
"PLANA U MARIANSKYCH LA"                  ;"Plan· u Mari·nsk˝ch L·znÌ"
"PLANA U MARIANSKYCH LA."                 ;"Plan· u Mari·nsk˝ch L·znÌ"
"PLANA U MARIANSKYCH LAZ"                 ;"Plan· u Mari·nsk˝ch L·znÌ"
"PLANA U MARIANSKYCH LAZ."                ;"Plan· u Mari·nsk˝ch L·znÌ"
"PLANA U MARIANSKYCH LAZNI"               ;"Plan· u Mari·nsk˝ch L·znÌ"
"PLANA U MARLAZNI"                        ;"Plan· u Mari·nsk˝ch L·znÌ"
"PLANANY"                                 ;"PlaÚany"
"PLANAVY"                                 ;"Pl·Úavy"
"PLANE"                                   ;"Pl·nÏ"
"PLANICE"                                 ;"Pl·nice"
"PLANICKA"                                ;"Pl·niËka"
"PLAN¡ N L"                               ;"Plan· nad LuûnicÌ"
"PLAN¡ N L."                              ;"Plan· nad LuûnicÌ"
"PLAN¡ N LUé"                             ;"Plan· nad LuûnicÌ"
"PLAN¡ N LUé."                            ;"Plan· nad LuûnicÌ"
"PLAN¡ N LUéNICÕ"                         ;"Plan· nad LuûnicÌ"
"PLAN¡ N. L"                              ;"Plan· nad LuûnicÌ"
"PLAN¡ N. L."                             ;"Plan· nad LuûnicÌ"
"PLAN¡ N. LUé"                            ;"Plan· nad LuûnicÌ"
"PLAN¡ N. LUé."                           ;"Plan· nad LuûnicÌ"
"PLAN¡ N. LUéNICÕ"                        ;"Plan· nad LuûnicÌ"
"PLAN¡ N.L"                               ;"Plan· nad LuûnicÌ"
"PLAN¡ N.L."                              ;"Plan· nad LuûnicÌ"
"PLAN¡ N.LUé"                             ;"Plan· nad LuûnicÌ"
"PLAN¡ N.LUé."                            ;"Plan· nad LuûnicÌ"
"PLAN¡ N.LUéNICÕ"                         ;"Plan· nad LuûnicÌ"
"PLAN¡ N/ L"                              ;"Plan· nad LuûnicÌ"
"PLAN¡ N/ L."                             ;"Plan· nad LuûnicÌ"
"PLAN¡ N/ LUé"                            ;"Plan· nad LuûnicÌ"
"PLAN¡ N/ LUé."                           ;"Plan· nad LuûnicÌ"
"PLAN¡ N/ LUéNICÕ"                        ;"Plan· nad LuûnicÌ"
"PLAN¡ N/L"                               ;"Plan· nad LuûnicÌ"
"PLAN¡ N/L."                              ;"Plan· nad LuûnicÌ"
"PLAN¡ N/LUé"                             ;"Plan· nad LuûnicÌ"
"PLAN¡ N/LUé."                            ;"Plan· nad LuûnicÌ"
"PLAN¡ N/LUéNICÕ"                         ;"Plan· nad LuûnicÌ"
"PLAN¡ NAD L"                             ;"Plan· nad LuûnicÌ"
"PLAN¡ NAD L."                            ;"Plan· nad LuûnicÌ"
"PLAN¡ NAD LUé"                           ;"Plan· nad LuûnicÌ"
"PLAN¡ NAD LUé."                          ;"Plan· nad LuûnicÌ"
"PLAN¡ NL"                                ;"Plan· nad LuûnicÌ"
"PLAN¡ NL."                               ;"Plan· nad LuûnicÌ"
"PLAN¡ NLUé"                              ;"Plan· nad LuûnicÌ"
"PLAN¡ NLUé."                             ;"Plan· nad LuûnicÌ"
"PLAN¡ NLUéNICÕ"                          ;"Plan· nad LuûnicÌ"
"PLAN¡ U M.L."                            ;"Plan· u Mari·nsk˝ch L·znÌ"
"PLAN¡ U MAR L¡ZNÕ"                       ;"Plan· u Mari·nsk˝ch L·znÌ"
"PLAN¡ U MAR. L¡ZNÕ"                      ;"Plan· u Mari·nsk˝ch L·znÌ"
"PLAN¡ U MAR.L¡ZNÕ"                       ;"Plan· u Mari·nsk˝ch L·znÌ"
"PLAN¡ U MARIANSK›CH LA"                  ;"Plan· u Mari·nsk˝ch L·znÌ"
"PLAN¡ U MARIANSK›CH LA."                 ;"Plan· u Mari·nsk˝ch L·znÌ"
"PLAN¡ U MARI¡N. L¡ZNÕ"                   ;"Plan· u Mari·nsk˝ch L·znÌ"
"PLAN¡ U MARI¡N.L¡ZNÕ"                    ;"Plan· u Mari·nsk˝ch L·znÌ"
"PLAN¡ U MARI¡NSK›CH"                     ;"Plan· u Mari·nsk˝ch L·znÌ"
"PLAN¡ U MARI¡NSK›CH L¡Z"                 ;"Plan· u Mari·nsk˝ch L·znÌ"
"PLAN¡ U MARI¡NSK›CH L¡Z."                ;"Plan· u Mari·nsk˝ch L·znÌ"
"PLAN¡ U MARL¡ZNÕ"                        ;"Plan· u Mari·nsk˝ch L·znÌ"
"PLASNA"                                  ;"Plasn·"
"PLASTOVICE"                              ;"Pl·stovice"
"PLATENICE"                               ;"PlatÏnice"
"PLATENSKO"                               ;"PlatÏnsko"
"PLATOR"                                  ;"Plato¯"
"PLAVEC"                                  ;"PlaveË"
"PLAVEC U ZNOJMA"                         ;"PlaveË u Znojma"
"PLCHOV-KOBYLI"                           ;"Plchov-KobylÌ"
"PLCHUVKY"                                ;"Plch˘vky"
"PLESE"                                   ;"Pleöe"
"PLESICE"                                 ;"Pleöice"
"PLESINY"                                 ;"Pleöiny"
"PLESISTE"                                ;"PleöiötÏ"
"PLESIVEC"                                ;"Pleöivec"
"PLESNA"                                  ;"Plesn·"
"PLESNA U CHEBU"                          ;"Plesn· u Chebu"
"PLESNICE"                                ;"Pleönice"
"PLESOVEC"                                ;"Pleöovec"
"PLESOVICE"                               ;"Pleöovice"
"PLET UJ"                                 ;"Pleten˝ ⁄jezd"
"PLET UJ."                                ;"Pleten˝ ⁄jezd"
"PLET UJEZD"                              ;"Pleten˝ ⁄jezd"
"PLET ⁄J"                                 ;"Pleten˝ ⁄jezd"
"PLET ⁄J."                                ;"Pleten˝ ⁄jezd"
"PLET ⁄JEZD"                              ;"Pleten˝ ⁄jezd"
"PLET. UJ"                                ;"Pleten˝ ⁄jezd"
"PLET. UJ."                               ;"Pleten˝ ⁄jezd"
"PLET. UJEZD"                             ;"Pleten˝ ⁄jezd"
"PLET. ⁄J"                                ;"Pleten˝ ⁄jezd"
"PLET. ⁄J."                               ;"Pleten˝ ⁄jezd"
"PLET. ⁄JEZD"                             ;"Pleten˝ ⁄jezd"
"PLET.UJ"                                 ;"Pleten˝ ⁄jezd"
"PLET.UJ."                                ;"Pleten˝ ⁄jezd"
"PLET.UJEZD"                              ;"Pleten˝ ⁄jezd"
"PLET.⁄J"                                 ;"Pleten˝ ⁄jezd"
"PLET.⁄J."                                ;"Pleten˝ ⁄jezd"
"PLET.⁄JEZD"                              ;"Pleten˝ ⁄jezd"
"PLETENY UJ"                              ;"Pleten˝ ⁄jezd"
"PLETENY UJ."                             ;"Pleten˝ ⁄jezd"
"PLETENY UJEZD"                           ;"Pleten˝ ⁄jezd"
"PLETEN› ⁄J"                              ;"Pleten˝ ⁄jezd"
"PLETEN› ⁄J."                             ;"Pleten˝ ⁄jezd"
"PLEVNOV"                                 ;"PlevÚov"
"PLISKOV"                                 ;"PlÌskov"
"PLISKOVICE"                              ;"PlÌökovice"
"PLOTISTE N.LABEM"                        ;"PlotiötÏ nad Labem"
"PLOTISTE NAD LABEM"                      ;"PlotiötÏ nad Labem"
"PLOTIäTÃ N.LABEM"                        ;"PlotiötÏ nad Labem"
"PLOUZNICE"                               ;"Plouûnice"
"PLUH ZDAR"                               ;"Pluh˘v éÔ·r"
"PLUH éœ¡R"                               ;"Pluh˘v éÔ·r"
"PLUH. ZDAR"                              ;"Pluh˘v éÔ·r"
"PLUH. éœ¡R"                              ;"Pluh˘v éÔ·r"
"PLUH.ZDAR"                               ;"Pluh˘v éÔ·r"
"PLUH.éœ¡R"                               ;"Pluh˘v éÔ·r"
"PLUHUV ZDAR"                             ;"Pluh˘v éÔ·r"
"PLUZNA"                                  ;"Pluûn·"
"PLZEN"                                   ;"PlzeÚ"
"PLZEN BOLEVEC"                           ;"PlzeÚ Bolevec"
"PLZEN DOUDLEVCE"                         ;"PlzeÚ Doudlevce"
"PLZEN J"                                 ;"PlzeÚ"
"PLZEN JIH"                               ;"PlzeÚ"
"PLZEN KRIMICE"                           ;"PlzeÚ K¯imice"
"PLZEN LITICE"                            ;"PlzeÚ Litice"
"PLZEN LOBZY"                             ;"PlzeÚ Lobzy"
"PLZEN LOCHOTIN"                          ;"PlzeÚ"
"PLZEN MESTO"                             ;"PlzeÚ"
"PLZEN SEVER"                             ;"PlzeÚ"
"PLZEN SEVERNI PREDMESTI"                 ;"PlzeÚ SevernÌ P¯edmÏstÌ"
"PLZEN SKVRNANY"                          ;"PlzeÚ SkvrÚany"
"PLZEN SLOVANY"                           ;"PlzeÚ"
"PLZEN VALCHA"                            ;"PlzeÚ Valcha"
"PLZEN VNITRNI MESTO"                     ;"PlzeÚ Vnit¯nÌ MÏsto"
"PLZEN-BOLEVEC"                           ;"PlzeÚ-Bolevec"
"PLZEN-BOZKOV"                            ;"PlzeÚ-Boûkov"
"PLZEN-BUKOVEC"                           ;"PlzeÚ-Bukovec"
"PLZEN-CERNICE"                           ;"PlzeÚ-»ernice"
"PLZEN-CERVENY HRADEK"                    ;"PlzeÚ-»erven˝ Hr·dek"
"PLZEN-DOUBRAVKA"                         ;"PlzeÚ-Doubravka"
"PLZEN-HRADISTE"                          ;"PlzeÚ-HradiötÏ"
"PLZEN-JIZNI PREDMESTI"                   ;"PlzeÚ-JiûnÌ P¯edmÏstÌ"
"PLZEN-KOTEROV"                           ;"PlzeÚ-Koterov"
"PLZEN-KRIMICE"                           ;"PlzeÚ-K¯imice"
"PLZEN-LITICE"                            ;"PlzeÚ-Litice"
"PLZEN-NOVA HOSPODA"                      ;"PlzeÚ-Nov· Hospoda"
"PLZEN-RADCICE"                           ;"PlzeÚ-RadËice"
"PLZEN-RADOBYCICE"                        ;"PlzeÚ-RadobyËice"
"PLZEN-SEVERNI PREDMESTI"                 ;"PlzeÚ-SevernÌ P¯edmÏstÌ"
"PLZEN-SKVRNANY"                          ;"PlzeÚ-SkvrÚany"
"PLZEN-UJEZD"                             ;"PlzeÚ-⁄jezd"
"PLZEN-VALCHA"                            ;"PlzeÚ-Valcha"
"PLZEN-VNITRNI MESTO"                     ;"PlzeÚ-Vnit¯nÌ MÏsto"
"PLZENSKE PREDMESTI"                      ;"PlzeÚskÈ P¯edmÏstÌ"
"PLZE“ J"                                 ;"PlzeÚ"
"PLZE“ JIH"                               ;"PlzeÚ"
"PLZE“ MÃSTO"                             ;"PlzeÚ"
"PLZE“ SEVER"                             ;"PlzeÚ"
"PNETLUKY"                                ;"PnÏtluky"
"PNOV"                                    ;"PÚov"
"PNOV-PREDH"                              ;"PÚov-P¯edhradÌ"
"PNOV-PREDH."                             ;"PÚov-P¯edhradÌ"
"PNOV-PREDHR"                             ;"PÚov-P¯edhradÌ"
"PNOV-PREDHR."                            ;"PÚov-P¯edhradÌ"
"PNOV-PREDHRADI"                          ;"PÚov-P¯edhradÌ"
"PNOVANY"                                 ;"PÚovany"
"PNOVICE"                                 ;"PÚovice"
"PNOVICKY"                                ;"PÚoviËky"
"POBEZOVICE"                              ;"PobÏûovice"
"POBEZOVICE U HOLIC"                      ;"PobÏûovice u Holic"
"POBEZOVICE U PRELOUCE"                   ;"PobÏûovice u P¯elouËe"
"POBISTRYCE"                              ;"Pobistr˝ce"
"POBORI"                                  ;"Pobo¯Ì"
"POBUCI"                                  ;"PobuËÌ"
"POC-TETETICE"                            ;"PoËenice-TetÏtice"
"POC.-TETETICE"                           ;"PoËenice-TetÏtice"
"POCAPLY"                                 ;"PoËaply"
"POCATKY"                                 ;"PoË·tky"
"POCEDELICE"                              ;"PoËedÏlice"
"POCEN-TET"                               ;"PoËenice-TetÏtice"
"POCEN-TET."                              ;"PoËenice-TetÏtice"
"POCEN-TETET"                             ;"PoËenice-TetÏtice"
"POCEN-TETET."                            ;"PoËenice-TetÏtice"
"POCEN-TETETICE"                          ;"PoËenice-TetÏtice"
"POCEN.-TET"                              ;"PoËenice-TetÏtice"
"POCEN.-TET."                             ;"PoËenice-TetÏtice"
"POCEN.-TETET"                            ;"PoËenice-TetÏtice"
"POCEN.-TETET."                           ;"PoËenice-TetÏtice"
"POCEN.-TETETICE"                         ;"PoËenice-TetÏtice"
"POCENICE"                                ;"PoËenice"
"POCENICE TETETICE"                       ;"PoËenice-TetÏtice"
"POCENICE-TET"                            ;"PoËenice-TetÏtice"
"POCENICE-TET."                           ;"PoËenice-TetÏtice"
"POCENICE-TETET"                          ;"PoËenice-TetÏtice"
"POCENICE-TETET."                         ;"PoËenice-TetÏtice"
"POCENICE-TETETICE"                       ;"PoËenice-TetÏtice"
"POCEPICE"                                ;"PoËepice"
"POCEPLICE"                               ;"PoËeplice"
"POCERADY"                                ;"PoËerady"
"POCERNY"                                 ;"PoËerny"
"POCETICE-TETETICE"                       ;"PoËenice-TetÏtice"
"POCHEN"                                  ;"PocheÚ"
"POCITKY"                                 ;"PoËÌtky"
"POD BEZRUCOVYM VRCHEM"                   ;"Pod BezruËov˝m vrchem"
"POD CVILINEM"                            ;"Pod CvilÌnem"
"PODBORANKY"                              ;"Podbo¯·nky"
"PODBORANSKY ROHOZEC"                     ;"Podbo¯ansk˝ Rohozec"
"PODBORANY"                               ;"Podbo¯any"
"PODBORI"                                 ;"Podbo¯Ì"
"PODBREZI"                                ;"Podb¯ezÌ"
"PODBREZICE"                              ;"Podb¯eûice"
"PODCHLUMI"                               ;"PodchlumÌ"
"PODCHYSSKA LHOTA"                        ;"Podch˝ösk· Lhota"
"PODDOUBI"                                ;"PoddoubÌ"
"PODDUBI"                                 ;"PoddubÌ"
"PODEBABY"                                ;"PodÏbaby"
"PODEBRADY"                               ;"PodÏbrady"
"PODEBRADY ."                             ;"PodÏbrady"
"PODECELY"                                ;"PodÏËely"
"PODELUSY"                                ;"PodÏlusy"
"PODERISTE"                               ;"Pode¯iötÏ"
"PODESIN"                                 ;"PodÏöÌn"
"PODEVOUSY"                               ;"PodÏvousy"
"PODHAJI"                                 ;"Podh·jÌ"
"PODHORANY"                               ;"Podho¯any"
"PODHORANY U NOVYCH HRADU"                ;"Podho¯any u Nov˝ch Hrad˘"
"PODHORANY U R.N.D."                      ;"Podho¯any u Ronova nad Doubravou"
"PODHORANY U RONOVA"                      ;"Podho¯any u Ronova"
"PODHORANY U RONOVA NAD DOUBR"            ;"Podho¯any u Ronova nad Doubravou"
"PODHORANY U RONOVA NAD DOUBR."           ;"Podho¯any u Ronova nad Doubravou"
"PODHORANY U RONOVA NAD DOUBRAVOU"        ;"Podho¯any u Ronova nad Doubravou"
"PODHORI"                                 ;"Podho¯Ì"
"PODHORI-LIPNIK NAD BECVOU"               ;"Podho¯Ì-LipnÌk nad BeËvou"
"PODHORICE"                               ;"Podho¯ice"
"PODHORNI UJ A VOJ"                       ;"PodhornÌ ⁄jezd a Vojice"
"PODHORNI UJ A VOJ."                      ;"PodhornÌ ⁄jezd a Vojice"
"PODHORNI UJ A VOJICE"                    ;"PodhornÌ ⁄jezd a Vojice"
"PODHORNI UJ. A VOJ"                      ;"PodhornÌ ⁄jezd a Vojice"
"PODHORNI UJ. A VOJ."                     ;"PodhornÌ ⁄jezd a Vojice"
"PODHORNI UJ. A VOJICE"                   ;"PodhornÌ ⁄jezd a Vojice"
"PODHORNI UJ.A VOJ"                       ;"PodhornÌ ⁄jezd a Vojice"
"PODHORNI UJ.A VOJ."                      ;"PodhornÌ ⁄jezd a Vojice"
"PODHORNI UJ.A VOJICE"                    ;"PodhornÌ ⁄jezd a Vojice"
"PODHORNI UJEZD A VOJICE"                 ;"PodhornÌ ⁄jezd a Vojice"
"PODHORNÕ ⁄J A VOJ"                       ;"PodhornÌ ⁄jezd a Vojice"
"PODHORNÕ ⁄J A VOJ."                      ;"PodhornÌ ⁄jezd a Vojice"
"PODHORNÕ ⁄J A VOJICE"                    ;"PodhornÌ ⁄jezd a Vojice"
"PODHORNÕ ⁄J. A VOJ"                      ;"PodhornÌ ⁄jezd a Vojice"
"PODHORNÕ ⁄J. A VOJ."                     ;"PodhornÌ ⁄jezd a Vojice"
"PODHORNÕ ⁄J. A VOJICE"                   ;"PodhornÌ ⁄jezd a Vojice"
"PODHORNÕ ⁄J.A VOJ"                       ;"PodhornÌ ⁄jezd a Vojice"
"PODHORNÕ ⁄J.A VOJ."                      ;"PodhornÌ ⁄jezd a Vojice"
"PODHORNÕ ⁄J.A VOJICE"                    ;"PodhornÌ ⁄jezd a Vojice"
"PODHORNÕ ⁄JEZD"                          ;"PodhornÌ ⁄jezd a Vojice"
"PODHORNÕ ŸJEZD A VOJICE"                 ;"PodhornÌ ⁄jezd a Vojice"
"PODHOÿANY U R.N.D."                      ;"Podho¯any u Ronova nad Doubravou"
"PODHOÿANY U RONOVA NAD DOUBR"            ;"Podho¯any u Ronova nad Doubravou"
"PODHOÿANY U RONOVA NAD DOUBR."           ;"Podho¯any u Ronova nad Doubravou"
"PODHR LHOTA"                             ;"PodhradnÌ Lhota"
"PODHR. LHOTA"                            ;"PodhradnÌ Lhota"
"PODHR.LHOTA"                             ;"PodhradnÌ Lhota"
"PODHRADI"                                ;"PodhradÌ"
"PODHRADI NAD DYJI"                       ;"PodhradÌ nad DyjÌ"
"PODHRADNI LH"                            ;"PodhradnÌ Lhota"
"PODHRADNI LH."                           ;"PodhradnÌ Lhota"
"PODHRADNI LHOTA"                         ;"PodhradnÌ Lhota"
"PODHRADNÕ LH"                            ;"PodhradnÌ Lhota"
"PODHRADNÕ LH."                           ;"PodhradnÌ Lhota"
"PODHRAZ"                                 ;"Podhr·z"
"PODHURI"                                 ;"Podh˘¯Ì"
"PODIVIN"                                 ;"PodivÌn"
"PODJESTRABI"                             ;"Podjest¯·bÌ"
"PODKLASTERI"                             ;"Podkl·öte¯Ì"
"PODKOPNA LH"                             ;"Podkopn· Lhota"
"PODKOPNA LH."                            ;"Podkopn· Lhota"
"PODKOPNA LHOTA"                          ;"Podkopn· Lhota"
"PODKOPN¡ LH"                             ;"Podkopn· Lhota"
"PODKOPN¡ LH."                            ;"Podkopn· Lhota"
"PODKOZI"                                 ;"PodkozÌ"
"PODLAZICE"                               ;"Podlaûice"
"PODLAZKY"                                ;"Podl·zky"
"PODLESI"                                 ;"PodlesÌ"
"PODLESIN"                                ;"PodleöÌn"
"PODLEVIN"                                ;"PodlevÌn"
"PODLISTANY"                              ;"PodlÌöùany"
"PODLUZANY"                               ;"Podluûany"
"PODLUZANY PRI BANOVCIAC"                 ;"Podluûany"
"PODLUéANY PRI B¡NOVCIAC"                 ;"Podluûany"
"PODMARSOVICE"                            ;"Podmaröovice"
"PODMESTI"                                ;"PodmÏstÌ"
"PODMOLI"                                 ;"PodmolÌ"
"PODMYCE"                                 ;"PodmyËe"
"PODOLANKA - P. JENSTEJN"                 ;"Podolanka"
"PODOLANKA - P. JENäTEJN"                 ;"Podolanka"
"PODOLI"                                  ;"PodolÌ"
"PODOLI I"                                ;"PodolÌ I"
"PODOLI U BRNA"                           ;"PodolÌ u Brna"
"PODOMI"                                  ;"PodomÌ"
"PODOUSY"                                 ;"PoÔousy"
"PODRAZEK"                                ;"Podr·ûek"
"PODRAZNICE"                              ;"Podraûnice"
"PODRUHLI"                                ;"PodruhlÌ"
"PODSTELY"                                ;"PodötÏly"
"PODSTRANI"                               ;"Podstr·nÌ"
"PODTYN"                                  ;"Podt˝n"
"PODULSANY"                               ;"Pod˘löany"
"PODULSI"                                 ;"Pod˘löÌ"
"PODVINI"                                 ;"PodvinÌ"
"PODVLCI"                                 ;"PodvlËÌ"
"PODZAMCI"                                ;"Podz·mËÌ"
"PODÃBRADY ."                             ;"PodÏbrady"
"POH VES"                                 ;"Pohorsk· Ves"
"POH. VES"                                ;"Pohorsk· Ves"
"POH.VES"                                 ;"Pohorsk· Ves"
"POHNANEC"                                ;"Pohn·nec"
"POHNANI"                                 ;"Pohn·nÌ"
"POHODLI"                                 ;"PohodlÌ"
"POHOR"                                   ;"Poho¯"
"POHOR VES"                               ;"Pohorsk· Ves"
"POHOR. VES"                              ;"Pohorsk· Ves"
"POHOR.VES"                               ;"Pohorsk· Ves"
"POHORALKA"                               ;"Poho¯alka"
"POHORANY"                                ;"Poho¯any"
"POHORELICE"                              ;"Poho¯elice"
"POHORI"                                  ;"Poho¯Ì"
"POHORI NA SUMAVE"                        ;"Poho¯Ì na äumavÏ"
"POHORICE"                                ;"Poho¯ice"
"POHORILKY"                               ;"Poho¯Ìlky"
"POHORSKA VES"                            ;"Pohorsk· Ves"
"POHRANOV"                                ;"Pohr·nov"
"POHREBACKA"                              ;"Poh¯ebaËka"
"POKRIKOV"                                ;"Pok¯ikov"
"POLAKY"                                  ;"Pol·ky"
"POLANKA"                                 ;"Pol·nka"
"POLANKA NAD ODR OSTR"                    ;"Ostrava-Polanka nad Odrou"
"POLANKA NAD ODR OSTR."                   ;"Ostrava-Polanka nad Odrou"
"POLANKY NAD DEDINOU"                     ;"Pol·nky nad DÏdinou"
"POLEN"                                   ;"PoleÚ"
"POLENKA"                                 ;"PoleÚka"
"POLESI"                                  ;"PolesÌ"
"POLESOVICE"                              ;"Poleöovice"
"POLICANY"                                ;"PoliËany"
"POLICE N M"                              ;"Police nad MetujÌ"
"POLICE N M."                             ;"Police nad MetujÌ"
"POLICE N MET"                            ;"Police nad MetujÌ"
"POLICE N MET."                           ;"Police nad MetujÌ"
"POLICE N METUJI"                         ;"Police nad MetujÌ"
"POLICE N METUJÕ"                         ;"Police nad MetujÌ"
"POLICE N. M"                             ;"Police nad MetujÌ"
"POLICE N. M."                            ;"Police nad MetujÌ"
"POLICE N. MET"                           ;"Police nad MetujÌ"
"POLICE N. MET."                          ;"Police nad MetujÌ"
"POLICE N. METUJI"                        ;"Police nad MetujÌ"
"POLICE N. METUJÕ"                        ;"Police nad MetujÌ"
"POLICE N./ M"                            ;"Police nad MetujÌ"
"POLICE N./ M."                           ;"Police nad MetujÌ"
"POLICE N./ MET"                          ;"Police nad MetujÌ"
"POLICE N./ MET."                         ;"Police nad MetujÌ"
"POLICE N./ METUJI"                       ;"Police nad MetujÌ"
"POLICE N./ METUJÕ"                       ;"Police nad MetujÌ"
"POLICE N./M"                             ;"Police nad MetujÌ"
"POLICE N./M."                            ;"Police nad MetujÌ"
"POLICE N./MET"                           ;"Police nad MetujÌ"
"POLICE N./MET."                          ;"Police nad MetujÌ"
"POLICE N./METUJI"                        ;"Police nad MetujÌ"
"POLICE N./METUJÕ"                        ;"Police nad MetujÌ"
"POLICE N.M"                              ;"Police nad MetujÌ"
"POLICE N.M."                             ;"Police nad MetujÌ"
"POLICE N.MET"                            ;"Police nad MetujÌ"
"POLICE N.MET."                           ;"Police nad MetujÌ"
"POLICE N.METUJI"                         ;"Police nad MetujÌ"
"POLICE N.METUJÕ"                         ;"Police nad MetujÌ"
"POLICE N/ M"                             ;"Police nad MetujÌ"
"POLICE N/ M."                            ;"Police nad MetujÌ"
"POLICE N/ MET"                           ;"Police nad MetujÌ"
"POLICE N/ MET."                          ;"Police nad MetujÌ"
"POLICE N/ METUJI"                        ;"Police nad MetujÌ"
"POLICE N/ METUJÕ"                        ;"Police nad MetujÌ"
"POLICE N/M"                              ;"Police nad MetujÌ"
"POLICE N/M."                             ;"Police nad MetujÌ"
"POLICE N/MET"                            ;"Police nad MetujÌ"
"POLICE N/MET."                           ;"Police nad MetujÌ"
"POLICE N/METUJI"                         ;"Police nad MetujÌ"
"POLICE N/METUJÕ"                         ;"Police nad MetujÌ"
"POLICE NAD M"                            ;"Police nad MetujÌ"
"POLICE NAD M."                           ;"Police nad MetujÌ"
"POLICE NAD MET"                          ;"Police nad MetujÌ"
"POLICE NAD MET."                         ;"Police nad MetujÌ"
"POLICE NAD METUJI"                       ;"Police nad MetujÌ"
"POLICE NM"                               ;"Police nad MetujÌ"
"POLICE NM."                              ;"Police nad MetujÌ"
"POLICE NMET"                             ;"Police nad MetujÌ"
"POLICE NMET."                            ;"Police nad MetujÌ"
"POLICE NMETUJI"                          ;"Police nad MetujÌ"
"POLICE NMETUJÕ"                          ;"Police nad MetujÌ"
"POLICKA"                                 ;"PoliËka"
"POLICKA-MESTO"                           ;"PoliËka-MÏsto"
"POLICKY"                                 ;"PoliËky"
"POLICNA"                                 ;"PoliËn·"
"POLIKNO"                                 ;"PolÌkno"
"POLINKA"                                 ;"PolÌnka"
"POLNA"                                   ;"Poln·"
"POLNI CHRCICE"                           ;"PolnÌ ChrËice"
"POLNI VODERADY"                          ;"PolnÌ VodÏrady"
"POLNICKA"                                ;"PolniËka"
"POLOMI"                                  ;"PolomÌ"
"POLOUCANY"                               ;"PolouËany"
"POLOUVSI"                                ;"PolouvsÌ"
"POLSTE"                                  ;"PolötÏ"
"POLUBNY"                                 ;"Polubn˝"
"POLZICE"                                 ;"Polûice"
"POLZOV"                                  ;"Polûov"
"POMEZI"                                  ;"PomezÌ"
"POMEZI NAD OHRI"                         ;"PomezÌ nad Oh¯Ì"
"POMNENICE"                               ;"PomnÏnice"
"PONEDRAZ"                                ;"PonÏdraû"
"PONEDRAZKA"                              ;"PonÏdr·ûka"
"PONESICE"                                ;"PonÏöice"
"PONETOVICE"                              ;"PonÏtovice"
"PONIKLA"                                 ;"Ponikl·"
"POPELIN"                                 ;"PopelÌn"
"POPELISTNA"                              ;"Popeliötn·"
"POPELNA"                                 ;"Popeln·"
"POPOVICE-UH.HRADISTE"                    ;"Popovice"
"POPOVICE-UH.HRADIäTÃ"                    ;"Popovice"
"POPOVICKY"                               ;"PopoviËky"
"POPOVICKY PARC.C"                        ;"PopoviËky"
"POPOVICKY PARC.C."                       ;"PopoviËky"
"POPOVI»KY PARC.»"                        ;"PopoviËky"
"POPOVI»KY PARC.»."                       ;"PopoviËky"
"POPUVKY"                                 ;"Pop˘vky"
"POPUVKY-KOJETIN"                         ;"Pop˘vky-KojetÌn"
"PORESICE"                                ;"Po¯eöice"
"PORESIN"                                 ;"PoreöÌn"
"PORESINEC"                               ;"Po¯eöinec"
"POREZANKY"                               ;"Po¯eû·nky"
"POREZANY"                                ;"Po¯eûany"
"POREZIN"                                 ;"Po¯eûÌn"
"PORICANY"                                ;"Po¯ÌËany"
"PORICI"                                  ;"Po¯ÌËÌ"
"PORICI N S"                              ;"Po¯ÌËÌ nad S·zavou"
"PORICI N S."                             ;"Po¯ÌËÌ nad S·zavou"
"PORICI N SAZ"                            ;"Po¯ÌËÌ nad S·zavou"
"PORICI N SAZ."                           ;"Po¯ÌËÌ nad S·zavou"
"PORICI N SAZAVOU"                        ;"Po¯ÌËÌ nad S·zavou"
"PORICI N. S"                             ;"Po¯ÌËÌ nad S·zavou"
"PORICI N. S."                            ;"Po¯ÌËÌ nad S·zavou"
"PORICI N. SAZ"                           ;"Po¯ÌËÌ nad S·zavou"
