'Kod','CisloDomovni','CisloOrientacni','CisloOrientacniPismeno','Psc','StavebniObjekt','Ulice','Nespravny','PlatiOd','PlatiDo','IdTransakce','GlobalniIdNavrhuZmeny','NespravneUdaje','OznacenoDne','OznacenoInfo','x','y'
'6640541','138',,,'39201','6595359',,,'2013-12-05',,'423207','469154',,,,'-734137.33','-1135062.44'
'6640613','145',,,'39201','6595421',,,'2013-12-05',,'423207','469154',,,,'-734066.4','-1134812.49'
'6640630','147',,,'39201','6595448',,,'2013-12-05',,'423207','469154',,,,'-734146.18','-1134989.78'
'6640681','153',,,'39201','6595499',,,'2013-12-05',,'423207','469154',,,,'-733812.99','-1134898.33'
'6640702','155',,,'39201','6595511',,,'2013-12-05',,'423207','469154',,,,'-734041.21','-1135442.82'
'6640788','2',,,'39201','6595596','572560',,'2013-12-05',,'423207','469154',,,,'-734964.38','-1135519.5'
'6640800','4',,,'39201','6595618','572560',,'2013-12-05',,'423207','469154',,,,'-734928.5','-1135455.5'
'6640818','5',,,'39201','6595626','572560',,'2013-12-05',,'423207','469154',,,,'-734970.69','-1135438.88'
'6640966','20',,,'39201','6595774','572560',,'2013-12-05',,'423207','469154',,,,'-734925.81','-1135439.63'
'6641105','34',,,'39201','6595910','572624',,'2013-12-05',,'423207','469154',,,,'-734739.39','-1135133.58'
'6641466','71',,,'39201','6596274','572586',,'2013-12-05',,'423207','469154',,,,'-735090.96','-1133284.79'
'6641580','83',,,'39201','6596398','572586',,'2013-12-05',,'423207','469154',,,,'-734808','-1132865'
'6641717','94',,,'39201','6596509','572608',,'2013-12-05',,'423207','469154',,,,'-734549.41','-1134031.95'
'6641768','99',,,'39201','6596550',,,'2013-12-05',,'423207','469154',,,,'-734505.18','-1134066.96'
'6641814','2',,,'39201','6596606',,,'2013-12-01',,'413300','462556',,,,'-743195.25','-1136813'
'6641857','6',,,'39201','6596649',,,'2013-12-01',,'413300','462556',,,,'-743097.94','-1137161.38'
'6642039','24',,,'39201','6596827',,,'2013-12-01',,'413300','462556',,,,'-743071.94','-1136856.5'
'6642110','32',,,'39201','6596908',,,'2013-12-01',,'413300','462556',,,,'-743044.56','-1136940.25'
'6642179','38',,,'39201','6596967',,,'2013-12-01',,'413300','462556',,,,'-743164.75','-1136766.75'
'6642209','41',,,'39201','6596991',,,'2013-12-01',,'413300','462556',,,,'-743155.31','-1136735.38'
'6642403','1',,,'39201','6597190',,,'2013-12-05',,'421239','468001',,,,'-729721.9','-1128002.73'
'6642683','19',,,'39002','6597475',,,'2013-12-05',,'421239','468001',,,,'-733046.63','-1130051.63'
'6642730','24',,,'39002','6597521',,,'2013-12-05',,'421239','468001',,,,'-733375.66','-1130484.37'
'6643043','55',,,'39002','6597831',,,'2011-07-01',,'0','0',,,,,
'6643108','61',,,'39002','6597891',,,'2011-07-01',,'0','0',,,,,
'6643272','78',,,'39002','6598064',,,'2011-07-01',,'0','0',,,,,
'6643345','85',,,'39002','6598137',,,'2011-07-01',,'0','0',,,,,
'6643523','8',,,'39002','6598315',,,'2013-12-05',,'421239','468001',,,,'-733075.55','-1130396.22'
'6643591','15',,,'39002','6598382',,,'2013-12-05',,'421239','468001',,,,'-733124.96','-1130337.77'
'6643604','16',,,'39002','6598391',,,'2013-12-05',,'421239','468001',,,,'-733127.65','-1130326.16'
'6643701','5',,,'39117','6598498',,,'2013-12-05',,'421239','468001',,,,'-730859.05','-1130151.8'
'6643736','8',,,'39117','6598528',,,'2013-12-05',,'421239','468001',,,,'-730785.29','-1130230.51'
'6643841','19',,,'39117','6598633',,,'2013-12-05',,'421239','468001',,,,'-730797.9','-1130133.26'
'6643876','22',,,'39117','6598668',,,'2013-12-05',,'421239','468001',,,,'-730282.83','-1130349.91'
'6644066','41',,,'39117','6598854',,,'2013-12-05',,'421239','468001',,,,'-730812.5','-1130050.92'
'6644406','75',,,'39117','6599192',,,'2013-12-05',,'421239','468001',,,,'-731152.87','-1130134.98'
'6644431','78',,,'39117','6599222',,,'2013-12-05',,'421239','468001',,,,'-730998.49','-1130086.42'
'6644767','111',,,'39117','6599559',,,'2013-12-05',,'421239','468001',,,,'-730543.23','-1130181.88'
'6644821','117',,,'39117','6599613',,,'2013-12-05',,'421239','468001',,,,'-730532.55','-1130156.39'
'6645259','160',,,'39117','6600042',,,'2013-12-05',,'421239','468001',,,,'-730958.29','-1129936.16'
'6645291','164',,,'39117','6600085',,,'2013-12-05',,'421239','468001',,,,'-730875.4','-1129911.67'
'6645305','165',,,'39117','6600093',,,'2013-12-05',,'421239','468001',,,,'-730854.09','-1129906.3'
'6645330','168',,,'39117','6600123',,,'2013-12-05',,'421239','468001',,,,'-731157.76','-1129918.03'
'6645411','176',,,'39117','6600204',,,'2013-12-05',,'421239','468001',,,,'-730444.8','-1130341.6'
'6645488','183',,,'39117','6600271',,,'2013-12-05',,'421239','468001',,,,'-730110.79','-1130062.32'
'6645593','195',,,'39117','6600387',,,'2013-12-05',,'421239','468001',,,,'-730154.16','-1130298.25'
'6645615','197',,,'39117','6600409',,,'2013-12-05',,'421239','468001',,,,'-731184.51','-1130028.82'
'6646051','15',,,'39201','6600841',,,'2013-12-04',,'419078','466386',,,,'-724188.88','-1128533.38'
'6646085','18',,,'39201','6600875',,,'2013-12-04',,'419078','466386',,,,'-724313.81','-1128500.38'
'6646131','23',,,'39201','6600921',,,'2013-12-04',,'419078','466386',,,,'-724365','-1128375.5'
'6646182','28',,,'39201','6600972',,,'2013-12-04',,'419078','466386',,,,'-724307.88','-1128722.13'
'6646191','29',,,'39201','6600981',,,'2013-12-04',,'419078','466386',,,,'-724448','-1128373'
'6646271','37',,,'39201','6601065',,,'2013-12-04',,'419078','466386',,,,'-724421.94','-1128310.5'
'6646301','40',,,'39201','6601090',,,'2013-12-04',,'419078','466386',,,,'-724114.81','-1128522.75'
'6646531','5',,,'39143','6601324',,,'2013-12-03',,'417785','465462',,,,'-722980.13','-1101496.13'
'6646581','11',,,'39143','6601375',,,'2013-12-03',,'417785','465462',,,,'-723062.31','-1101394.88'
'6646654','6',,,'39143','6601448',,,'2011-07-01',,'0','0',,,,,
'6646841','8',,,'39143','6601634',,,'2013-12-03',,'417785','465462',,,,'-723109.13','-1100486.38'
'6646891','15',,,'39143','6601685',,,'2013-12-03',,'417785','465462',,,,'-723225','-1100510'
'6646981','9',,,'39143','6601774',,,'2013-12-03',,'417785','465462',,,,'-722934.88','-1102115.25'
'6647022','15',,,'39143','6601812',,,'2013-12-03',,'417785','465462',,,,'-722819.5','-1102174.63'
'6647031','1',,,'39201','6601821',,,'2013-12-04',,'419439','466615',,,,'-728721.88','-1141390.63'
'6647103','8',,,'39201','6601898',,,'2013-12-04',,'419439','466615',,,,'-728848.63','-1141491.88'
'6647201','18',,,'39201','6601995',,,'2013-12-04',,'419439','466615',,,,'-729161.5','-1141412.5'
'6647308','28',,,'39201','6602096',,,'2013-12-04',,'419439','466615',,,,'-728722.69','-1141276.63'
'6647341','32',,,'39201','6602134',,,'2013-12-04',,'419439','466615',,,,'-728700.75','-1141465.63'
'6647430','41',,,'39201','6602223',,,'2013-12-04',,'419439','466615',,,,'-728660.88','-1141434.13'
'6647561','54',,,'39201','6602355',,,'2013-12-04',,'419439','466615',,,,'-728638.56','-1141509.88'
'6647618','1',,,'39131','6602401',,,'2013-12-03',,'416474','462805',,,,'-743352.59','-1112177.25'
'6647693','9',,,'39131','6602487',,,'2013-12-03',,'416474','462805',,,,'-743229.32','-1112299.09'
'6647731','13',,,'39131','6602525',,,'2013-12-03',,'416474','462805',,,,'-743924.4','-1112032.13'
'6647839','25',,,'39131','6602622',,,'2013-12-03',,'416474','462805',,,,'-743400.05','-1112325.74'
'6647863','28',,,'39131','6602657',,,'2013-12-03',,'416474','462805',,,,'-743342.24','-1112347.5'
'6647880','30',,,'39131','6602673',,,'2013-12-03',,'416474','462805',,,,'-743501.07','-1112291.03'
'6647952','6',,,'39131','6602746',,,'2013-12-03',,'416474','462805',,,,'-743235.22','-1113440.42'
'6648053','16',,,'39131','6602843',,,'2013-12-03',,'416474','462805',,,,'-743121.98','-1113611.51'
'6648266','39',,,'39131','6603050',,,'2013-12-03',,'416474','462805',,,,'-742956.92','-1113681.89'
'6648452','19',,,'39131','6603246',,,'2013-12-03',,'416474','462805',,,,'-745026.38','-1113968.28'
'6648533','27',,,'39131','6603327',,,'2013-12-03',,'416474','462805',,,,'-744959.23','-1113931.41'
'6648894','16',,,'39131','6603688',,,'2013-12-03',,'416474','462805',,,,'-742038','-1114474'
'6649009','8',,,'39131','6603793',,,'2013-12-03',,'416474','462805',,,,'-741728.63','-1113000.13'
'6649025','10',,,'39131','6603815',,,'2013-12-03',,'416474','462805',,,,'-741753.94','-1112866.25'
'6649033','11',,,'39131','6603823',,,'2013-12-03',,'416474','462805',,,,'-741828.19','-1112925'
'6649131','21',,,'39131','6603921',,,'2013-12-03',,'416474','462805',,,,'-741692.44','-1113042.13'
'6649459','6',,,'39201','6604242',,,'2013-12-04',,'420887','467649',,,,'-727995','-1138149.13'
'6649530','15',,,'39201','6604323',,,'2013-12-04',,'420887','467649',,,,'-727931.38','-1138118.5'
'6649734','35',,,'39201','6604528',,,'2013-12-04',,'420887','467649',,,,'-728610.38','-1137055.13'
'6650163','24',,,'39201','6604951',,,'2013-12-03',,'417711','465385',,,,'-721397.56','-1130080.63'
'6650261','35',,,'39201','6605052',,,'2013-12-03',,'417711','465385',,,,'-721474.38','-1130112.5'
'6650384','48',,,'39201','6605176',,,'2013-12-03',,'417711','465385',,,,'-721098.69','-1130201.38'
'6650597','70',,,'39201','6605389',,,'2013-12-03',,'417711','465385',,,,'-721055.94','-1130261'
'6650716','5',,,'39116','6605508',,,'2013-12-05',,'422025','468358',,,,'-730869.3','-1133009.69'
'6650775','11',,,'39116','6605567',,,'2013-12-05',,'422025','468358',,,,'-731158.25','-1132973'
'6650821','16',,,'39116','6605613',,,'2013-12-05',,'422025','468358',,,,'-731074.98','-1132971.24'
'6651062','40',,,'39116','6605851',,,'2013-12-05',,'422025','468358',,,,'-731261.6','-1132970.1'
'6651143','48',,,'39116','6605931',,,'2013-12-05',,'422025','468358',,,,'-731342.88','-1132995.9'
'6651160','50',,,'39116','6605958',,,'2013-12-05',,'422025','468358',,,,'-731374.93','-1132998.26'
'6651364','70',,,'39116','6606156',,,'2013-12-05',,'422025','468358',,,,'-731551.3','-1132909.29'
'6651402','74',,,'39116','6606199',,,'2011-07-01',,'0','0',,,,,
'6651445','78',,,'39116','6606237',,,'2013-12-05',,'422025','468358',,,,'-731556.22','-1132977.53'
'6651496','83',,,'39116','6606288',,,'2013-12-05',,'422025','468358',,,,'-731625.15','-1132969.8'
'6651712','105',,,'39116','6606504',,,'2013-12-05',,'422025','468358',,,,'-731416.13','-1133220.7'
'6651810','115',,,'39116','6606601',,,'2013-12-05',,'422025','468358',,,,'-731454.94','-1133543.28'
'6651861','120',,,'39116','6606652',,,'2013-12-05',,'422025','468358',,,,'-731323.05','-1133453.05'
'6651895','123',,,'39116','6606687',,,'2013-12-05',,'422025','468358',,,,'-730921.42','-1133093.41'
'6652042','138',,,'39116','6606831',,,'2013-12-05',,'422025','468358',,,,'-731144.01','-1132933.3'
'6652069','140',,,'39116','6606857',,,'2013-12-05',,'422025','468358',,,,'-730845.79','-1132991.7'
'6652131','147',,,'39116','6606920',,,'2013-12-05',,'422025','468358',,,,'-731002.24','-1133173.61'
'6652191','4',,,'39143','6606989',,,'2013-12-05',,'422268','468551',,,,'-730666.38','-1109343.13'
'6652476','1',,,'39143','6607268',,,'2013-12-05',,'422268','468551',,,,'-732079.74','-1108896.18'
'6652697','25',,,'39143','6607489',,,'2013-12-05',,'422268','468551',,,,'-731935.55','-1108940.81'
'6652913','48',,,'39143','6607705',,,'2013-12-05',,'422268','468551',,,,'-731937.8','-1109165.47'
'6652964','43',,,'39143','6607756',,,'2013-12-05',,'422268','468551',,,,'-731862.61','-1109137.14'
'6653138','17',,,'39143','6607926',,,'2013-12-05',,'422268','468551',,,,'-733022.92','-1108717.7'
'6653235','8',,,'39143','6608027',,,'2013-12-05',,'422268','468551',,,,'-731124.15','-1108941.69'
'6653278','2',,,'39143','6608060',,,'2013-12-05',,'422268','468551',,,,'-733404.96','-1109314.56'
'6653596','30',,,'39155','6608388',,,'2013-12-04',,'420710','467472',,,,'-727177.74','-1123108.67'
'6653600','31',,,'39155','6608396',,,'2013-12-04',,'420710','467472',,,,'-727267.21','-1123069.38'
'6653651','36',,,'39155','6608442',,,'2013-12-04',,'420710','467472',,,,'-727189.87','-1123113'
'6653863','57',,,'39155','6608655',,,'2013-12-04',,'420710','467472',,,,'-727510.44','-1123032.68'
'6653961','67',,,'39155','6608752',,,'2013-12-04',,'420710','467472',,,,'-727449.66','-1123201.95'
'6654045','75',,,'39155','6608833',,,'2013-12-04',,'420710','467472',,,,'-726933.09','-1123313.21'
'6654096','80',,,'39155','6608884',,,'2013-12-04',,'420710','467472',,,,'-727349.45','-1123148.51'
'6654339','22',,,'39155','6609121',,,'2013-12-03',,'417795','465472',,,,'-720485.06','-1117188.29'
'6654398','17',,,'39155','6609180',,,'2013-12-03',,'417795','465472',,,,'-720528.94','-1117163.86'
'6654428','3',,,'39155','6609210',,,'2013-12-03',,'417795','465472',,,,'-719418.37','-1118416.69'
'6654525','13',,,'39155','6609317',,,'2013-12-03',,'417795','465472',,,,'-719394.66','-1118533.85'
'6654533','14',,,'39155','6609325',,,'2013-12-03',,'417795','465472',,,,'-719435.51','-1118430.88'
'6654584','19',,,'39155','6609376',,,'2013-12-03',,'417795','465472',,,,'-719536.4','-1118483.33'
'6655319','20',,,'39161','6610102',,,'2013-12-01',,'414490','463733',,,,'-749153.81','-1119747.27'
'6655416','30',,,'39161','6610200',,,'2013-12-01',,'414490','463733',,,,'-749084.17','-1119463.27'
'6655513','41',,,'39161','6610307',,,'2013-12-01',,'414490','463733',,,,'-748820.87','-1119660.79'
'6655556','46',,,'39161','6610340',,,'2013-12-01',,'414490','463733',,,,'-748753.1','-1119726.53'
'6656005','91',,,'39161','6610790',,,'2013-12-01',,'414490','463733',,,,'-748982.74','-1119293.01'
'6656340','127',,,'39161','6611133',,,'2013-12-01',,'414490','463733',,,,'-748856.82','-1119800.94'
'6656391','132',,,'39161','6611184',,,'2013-12-01',,'414490','463733',,,,'-748884.13','-1119676.15'
'6656404','133',,,'39161','6611192',,,'2013-12-01',,'414490','463733',,,,'-749054.73','-1119890.96'
'6656510','145',,,'39161','6611303',,,'2013-12-01',,'414490','463733',,,,'-749274.9','-1119717.06'
'6656579','151',,,'39161','6611362',,,'2013-12-01',,'414490','463733',,,,'-749188.75','-1119755.47'
'6656617','155',,,'39161','6611401',,,'2013-12-01',,'414490','463733',,,,'-749313.74','-1119883.79'
'6656773','171',,,'39161','6611567',,,'2013-12-01',,'414490','463733',,,,'-749302.42','-1119970.85'
'6656803','174',,,'39161','6611591',,,'2013-12-01',,'414490','463733',,,,'-748738.55','-1119989.48'
'6656862','180',,,'39161','6611656',,,'2013-12-01',,'414490','463733',,,,'-748724.07','-1120004.07'
'6656978','191',,,'39161','6611761',,,'2013-12-01',,'414490','463733',,,,'-749343.58','-1119707.43'
'6657028','196',,,'39161','6611818',,,'2013-12-01',,'414490','463733',,,,'-748764.05','-1120013.75'
'6657036','197',,,'39161','6611826',,,'2013-12-01',,'414490','463733',,,,'-748759.92','-1120018.32'
'6657346','228',,,'39161','6612130',,,'2013-12-01',,'414490','463733',,,,'-748486.18','-1119911.85'
'6657427','236',,,'39161','6612211',,,'2013-12-01',,'414490','463733',,,,'-748699.13','-1119602.38'
'6657524','246',,,'39161','6612318',,,'2013-12-01',,'414490','463733',,,,'-749508.61','-1119940.17'
'6657605','254',,,'39161','6612393',,,'2013-12-01',,'414490','463733',,,,'-748770.56','-1119525.88'
'6657613','255',,,'39161','6612407',,,'2013-12-01',,'414490','463733',,,,'-748810.15','-1119456.96'
'6657621','256',,,'39161','6612415',,,'2013-12-01',,'414490','463733',,,,'-748817.96','-1119476.45'
'6657753','269',,,'39161','6612547',,,'2013-12-01',,'414490','463733',,,,'-748574','-1119194.36'
'6657869','280',,,'39161','6612652',,,'2013-12-01',,'414490','463733',,,,'-748558.08','-1119083.24'
'6657877','281',,,'39161','6612661',,,'2013-12-01',,'414490','463733',,,,'-748527.04','-1119084.36'
'6658016','295',,,'39161','6612806',,,'2013-12-01',,'414490','463733',,,,'-748850.8','-1119627.24'
'6658113','305',,,'39161','6612903',,,'2013-12-01',,'414490','463733',,,,'-748948.34','-1119480.75'
'6658211','315',,,'39161','6613004',,,'2013-12-01',,'414490','463733',,,,'-749044.37','-1119401.86'
'6658237','317',,,'39161','6613021',,,'2013-12-01',,'414490','463733',,,,'-748682.08','-1119665.72'
'6658369','10',,,'39161','6613152',,,'2013-12-01',,'414490','463733',,,,'-750104.25','-1118290.95'
'6658415','15',,,'39161','6613209',,,'2013-12-01',,'414490','463733',,,,'-749883.19','-1118087.44'
'6658571','32',,,'39161','6613365',,,'2013-12-01',,'414490','463733',,,,'-749897.35','-1118010.58'
'6658644','39',,,'39161','6613438',,,'2013-12-01',,'414490','463733',,,,'-750290.18','-1118014.05'
'6658687','44',,,'39161','6613471',,,'2013-12-01',,'414490','463733',,,,'-750310.79','-1117970.04'
'6658695','45',,,'39161','6613489',,,'2013-12-01',,'414490','463733',,,,'-749753.76','-1118058.28'
'6658725','48',,,'39161','6613519',,,'2013-12-01',,'414490','463733',,,,'-749710.59','-1117941.88'
'6658792','55',,,'39161','6613586',,,'2013-12-01',,'414490','463733',,,,'-750461.64','-1118875.52'
'6658890','65',,,'39161','6613683',,,'2013-12-01',,'414490','463733',,,,'-749987.44','-1117995.25'
'6658962','5',,,'39133','6613756',,,'2013-12-03',,'416474','462805',,,,'-741632.5','-1109225.5'
'6658997','8',,,'39133','6613781',,,'2013-12-03',,'416474','462805',,,,'-741480.75','-1109280.75'
'6659012','11',,,'39133','6613802',,,'2013-12-03',,'416474','462805',,,,'-741435.31','-1109335.63'
'6659195','20',,,'39133','6613985',,,'2013-12-03',,'416474','462805',,,,'-742365.94','-1108239.88'
'6659209','21',,,'39133','6613993',,,'2013-12-03',,'416474','462805',,,,'-742345.25','-1108198.5'
'6659241','3',,,'39133','6614035',,,'2013-12-03',,'416474','462805',,,,'-741280.25','-1109903.88'
'6659438','10',,,'39133','6614221',,,'2013-12-03',,'416474','462805',,,,'-742710.81','-1106322.63'
'6659489','16',,,'39133','6614272',,,'2013-12-03',,'416474','462805',,,,'-742613.56','-1106251.75'
'6659497','17',,,'39133','6614281',,,'2013-12-03',,'416474','462805',,,,'-742568','-1106047'
'6659659','15',,,'39133','6614442',,,'2013-12-03',,'416474','462805',,,,'-740707.02','-1110270.53'
'6659713','4',,,'39133','6614507',,,'2013-12-03',,'416474','462805',,,,'-740706.31','-1108500.63'
'6659721','5',,,'39133','6614515',,,'2013-12-03',,'416474','462805',,,,'-740697.63','-1108461.63'
'6659756','8',,,'39133','6614540',,,'2013-12-03',,'416474','462805',,,,'-740738.58','-1108419.12'
'6659918','25',,,'39133','6614701',,,'2013-12-03',,'416474','462805',,,,'-740814','-1108512'
'6660045','5',,,'39143','6614833',,,'2013-12-04',,'420668','467432',,,,'-729742.56','-1114420.13'
'6660061','7',,,'39143','6614850',,,'2013-12-04',,'420668','467432',,,,'-729679.38','-1114404'
'6660258','26',,,'39143','6615040',,,'2013-12-04',,'420668','467432',,,,'-730038.94','-1114321.5'
'6660347','3',,,'39143','6615139',,,'2013-12-04',,'419341','466578',,,,'-724940.19','-1112845.75'
'6660363','5',,,'39143','6615155',,,'2013-12-04',,'419341','466578',,,,'-724832.63','-1112684.63'
'6660461','15',,,'39143','6615252',,,'2013-12-04',,'419341','466578',,,,'-724881.25','-1113080.75'
'6660568','1',,,'39143','6615350',,,'2013-12-04',,'419341','466578',,,,'-724669.38','-1112136.25'
'6660614','5',,,'39143','6615406',,,'2013-12-04',,'419341','466578',,,,'-724386.19','-1113029.88'
'6660771','7',,,'39143','6615562',,,'2013-12-04',,'419237','466485',,,,'-724697.88','-1114299.5'
'6660827','12',,,'39143','6615619',,,'2013-12-04',,'419237','466485',,,,'-724733','-1114467.5'
'6660851','15',,,'39143','6615643',,,'2013-12-04',,'419237','466485',,,,'-724752.5','-1114429.13'
