'Kod','CisloDomovni','CisloOrientacni','CisloOrientacniPismeno','Psc','StavebniObjekt','Ulice','Nespravny','PlatiOd','PlatiDo','IdTransakce','GlobalniIdNavrhuZmeny','NespravneUdaje','OznacenoDne','OznacenoInfo','x','y'
'6615287','231',,,'39131','6571018',,,'2013-12-07',,'425831','470921',,,,'-741444.51','-1117248.48'
'6615414','203',,,'39131','6571140',,,'2013-12-07',,'425831','470921',,,,'-740136.11','-1118805.07'
'6615571','219',,,'39131','6571301',,,'2013-12-07',,'425831','470921',,,,'-740409.85','-1119531.47'
'6615716','233',,,'39131','6571441',,,'2013-12-07',,'425831','470921',,,,'-740607.42','-1119598.78'
'6615759','237',,,'39131','6571484',,,'2013-12-07',,'425831','470921',,,,'-740676.37','-1119626.84'
'6616011','264',,,'39131','6571743',,,'2013-12-07',,'425831','470921',,,,'-740244.66','-1119496.35'
'6616062','269',,,'39131','6571794',,,'2013-12-07',,'425831','470921',,,,'-740395.72','-1119204.67'
'6616071','272',,,'39131','6571808',,,'2013-12-07',,'425831','470921',,,,'-739852.91','-1118852.32'
'6616151','280',,,'39131','6571883',,,'2013-12-07',,'425831','470921',,,,'-739805.26','-1118822.81'
'6616178','283',,,'39131','6571905',,,'2013-12-07',,'425831','470921',,,,'-741493.55','-1116959.1'
'6616232','295',,,'39131','6571964',,,'2013-12-07',,'425831','470921',,,,'-741441.8','-1120129.63'
'6616321','306',,,'39131','6572057',,,'2013-12-07',,'425831','470921',,,,'-741137.53','-1117296.63'
'6616488','354',,,'39131','6572219',,,'2013-12-07',,'425831','470921',,,,'-739608.99','-1117223.18'
'6616526','361',,,'39131','6572251',,,'2013-12-07',,'425831','470921',,,,'-739529.12','-1117222.05'
'6616712','386',,,'39131','6572448',,,'2013-12-07',,'425831','470921',,,,'-741252.78','-1116672.94'
'6616836','400',,,'39131','6572561',,,'2013-12-07',,'425831','470921',,,,'-740027.97','-1118618.75'
'6616852','402',,,'39131','6572588',,,'2013-12-07',,'425831','470921',,,,'-740015','-1118640.97'
'6616976','415',,,'39131','6572707',,,'2013-12-07',,'425831','470921',,,,'-740127.99','-1118501.61'
'6617212','444',,,'39131','6572944',,,'2013-12-07',,'425831','470921',,,,'-739334.05','-1116247.18'
'6617247','467',,,'39131','6572979',,,'2013-12-07',,'425831','470921',,,,'-740102.28','-1118569.94'
'6617255','468',,,'39131','6572987',,,'2013-12-07',,'425831','470921',,,,'-740060.93','-1118629.71'
'6617336','7',,,'39131','6573061',,,'2013-12-01',,'413261','462517',,,,'-743234.05','-1116533.17'
'6617344','8',,,'39131','6573070',,,'2013-12-01',,'413261','462517',,,,'-742956.17','-1116519.4'
'6617581','32',,,'39131','6573312',,,'2013-12-01',,'413261','462517',,,,'-743020.58','-1116605.09'
'6617727','46',,,'39131','6573452',,,'2013-12-01',,'413261','462517',,,,'-743173.11','-1116478.63'
'6617735','47',,,'39131','6573461',,,'2013-12-01',,'413261','462517',,,,'-743164.9','-1116479.8'
'6617816','56',,,'39131','6573541',,,'2013-12-01',,'413261','462517',,,,'-742535.43','-1116463.73'
'6617832','58',,,'39131','6573568',,,'2013-12-01',,'413261','462517',,,,'-743067.65','-1116394'
'6618201','25',,,'39175','6573932',,,'2013-12-07',,'425792','470881',,,,'-740445.65','-1120692.79'
'6618308','35',,,'39175','6574033',,,'2013-12-07',,'425792','470881',,,,'-740426.05','-1120475.16'
'6618316','36',,,'39175','6574041',,,'2013-12-07',,'425792','470881',,,,'-740477.79','-1120994.46'
'6618383','46',,,'39175','6574114',,,'2013-12-07',,'425792','470881',,,,'-741454.69','-1120304.75'
'6618421','39',,,'39175','6574157',,,'2013-12-07',,'425792','470881',,,,'-740691.87','-1122240.18'
'6618588','15',,,'39143','6574319',,,'2013-12-04',,'420668','467432',,,,'-725884.63','-1116247.38'
'6618685','25',,,'39143','6574416',,,'2013-12-04',,'420668','467432',,,,'-724348.81','-1115662.75'
'6618910','3',,,'39201','6574645',,,'2013-12-04',,'419283','466526',,,,'-724476.88','-1133201.5'
'6618928','4',,,'39201','6574653',,,'2013-12-04',,'419283','466526',,,,'-724508.69','-1133149.88'
'6618952','7',,,'39201','6574688',,,'2013-12-04',,'419283','466526',,,,'-724460.81','-1133131.88'
'6619118','24',,,'39201','6574840',,,'2013-12-04',,'419283','466526',,,,'-724147.5','-1133192.38'
'6619207','33',,,'39201','6574939',,,'2013-12-04',,'419283','466526',,,,'-724213.88','-1133082.63'
'6619410','54',,,'39201','6575145',,,'2013-12-04',,'419283','466526',,,,'-724538.5','-1133078.88'
'6619444','57',,,'39201','6575170',,,'2011-07-01',,'0','0',,,,,
'6619452','59',,,'39201','6575188',,,'2013-12-04',,'419283','466526',,,,'-724659.69','-1133312'
'6619533','2',,,'39165','6575269',,,'2013-12-01',,'413956','463200',,,,'-746248.81','-1136285'
'6619576','6',,,'39165','6575307',,,'2013-12-01',,'413956','463200',,,,'-746262.56','-1136373'
'6619657','14',,,'39165','6575382',,,'2013-12-01',,'413956','463200',,,,'-744457.75','-1138540.13'
'6619673','16',,,'39165','6575404',,,'2013-12-01',,'413956','463200',,,,'-746386','-1136445.75'
'6619681','17',,,'39165','6575412',,,'2013-12-01',,'413956','463200',,,,'-746421.75','-1136428.75'
'6619894','38',,,'39165','6575625',,,'2013-12-01',,'413956','463200',,,,'-746415.81','-1136211.5'
'6619983','8',,,'39165','6575714',,,'2013-12-02',,'414865','464064',,,,'-750463.94','-1133830.13'
'6620094','19',,,'39165','6575820',,,'2013-12-02',,'414865','464064',,,,'-750462.19','-1134053.25'
'6620108','20',,,'39165','6575838',,,'2013-12-02',,'414865','464064',,,,'-750433.38','-1134065'
'6620183','28',,,'39165','6575919',,,'2013-12-02',,'414865','464064',,,,'-750333.63','-1134002.88'
'6620418','51',,,'39165','6576141',,,'2013-12-02',,'414865','464064',,,,'-750280.92','-1134005.87'
'6620451','55',,,'39165','6576184',,,'2013-12-02',,'414865','464064',,,,'-750289.19','-1134086.5'
'6620477','57',,,'39165','6576206',,,'2013-12-02',,'414865','464064',,,,'-750379.5','-1133596.63'
'6620493','59',,,'39165','6576222',,,'2013-12-02',,'414865','464064',,,,'-750422.25','-1133585.88'
'6620591','70',,,'39165','6576320',,,'2013-12-02',,'414865','464064',,,,'-750465','-1133593.13'
'6620639','74',,,'39165','6576362',,,'2013-12-02',,'414865','464064',,,,'-750499','-1133582.38'
'6620663','2',,,'39181','6576397',,,'2013-12-06',,'424145','469849',,,,'-738495.19','-1147188.28'
'6620744','10',,,'39181','6576478',,,'2013-12-06',,'424145','469849',,,,'-738692.04','-1147363.18'
'6620876','23',,,'39181','6576605',,,'2013-12-06',,'424145','469849',,,,'-738803.79','-1147217.45'
'6620990','35',,,'39181','6576729',,,'2013-12-06',,'424145','469849',,,,'-738946.59','-1147096.46'
'6621040','40',,,'39181','6576770',,,'2013-12-06',,'424145','469849',,,,'-737097.25','-1147334.75'
'6621058','41',,,'39181','6576788',,,'2013-12-06',,'424145','469849',,,,'-736986.25','-1147661.63'
'6621252','61',,,'39181','6576982',,,'2013-12-06',,'424145','469849',,,,'-738586.12','-1147120.63'
'6621317','67',,,'39181','6577041',,,'2013-12-06',,'424145','469849',,,,'-738498.41','-1146965.32'
'6621333','69',,,'39181','6577067',,,'2013-12-06',,'424145','469849',,,,'-738635.92','-1147087.07'
'6621350','71',,,'39181','6577083',,,'2013-12-06',,'424145','469849',,,,'-738616.93','-1147110.78'
'6621414','77',,,'39181','6577148',,,'2013-12-06',,'424145','469849',,,,'-739003.88','-1146801.88'
'6621473','83',,,'39181','6577202',,,'2013-12-06',,'424145','469849',,,,'-739016.07','-1147116.72'
'6621503','86',,,'39181','6577237',,,'2013-12-06',,'424145','469849',,,,'-738702.07','-1147017.78'
'6621660','15',,,'39143','6577393',,,'2013-12-05',,'422268','468551',,,,'-732515.75','-1107455.13'
'6622241','16',,,'39155','6577971',,,'2013-12-03',,'418107','465788',,,,'-721212','-1124697'
'6622305','22',,,'39155','6578039',,,'2013-12-03',,'418107','465788',,,,'-721286.5','-1124596.63'
'6622399','32',,,'39155','6578128',,,'2013-12-03',,'418107','465788',,,,'-721375.25','-1124592.38'
'6622411','34',,,'39155','6578144',,,'2013-12-03',,'418107','465788',,,,'-721204.38','-1124664.13'
'6622577','52',,,'39155','6578306',,,'2013-12-03',,'418107','465788',,,,'-721379.88','-1124535.38'
'6622623','57',,,'39155','6578357',,,'2013-12-03',,'418107','465788',,,,'-721270.56','-1124500.75'
'6622836','18',,,'39155','6578560',,,'2013-12-03',,'418107','465788',,,,'-722546.81','-1123067.5'
'6622895','24',,,'39155','6578624',,,'2013-12-03',,'418107','465788',,,,'-723180.06','-1123949.13'
'6623042','8',,,'39201','6578772',,,'2013-12-05',,'421651','468198',,,,'-729614','-1139566.38'
'6623221','3',,,'39155','6578951',,,'2013-12-03',,'417795','465472',,,,'-723144.44','-1117550.13'
'6623476','30',,,'39155','6579205',,,'2013-12-03',,'417795','465472',,,,'-723007.06','-1117474.38'
'6623506','33',,,'39155','6579230',,,'2013-12-03',,'417795','465472',,,,'-723096.38','-1117641.5'
'6623603','3',,,'39155','6579337',,,'2013-12-03',,'417795','465472',,,,'-724341.26','-1117521.75'
'6623620','5',,,'39155','6579353',,,'2013-12-03',,'417795','465472',,,,'-724367.23','-1117616.42'
'6623654','9',,,'39155','6579388',,,'2013-12-03',,'417795','465472',,,,'-724419.91','-1117646.31'
'6623671','11',,,'39155','6579400',,,'2013-12-03',,'417795','465472',,,,'-724417.74','-1117610.87'
'6623808','25',,,'39155','6579531',,,'2013-12-03',,'417795','465472',,,,'-724287.19','-1117721.44'
'6623832','28',,,'39155','6579566',,,'2013-12-03',,'417795','465472',,,,'-724175.01','-1117438.25'
'6623956','40',,,'39155','6579680',,,'2013-12-03',,'417795','465472',,,,'-724350.08','-1117553.56'
'6624227','22',,,'39201','6579957',,,'2013-12-03',,'417903','465581',,,,'-722453.81','-1137017.63'
'6624341','34',,,'39201','6580076',,,'2013-12-03',,'417903','465581',,,,'-722408','-1136976'
'6624456','45',,,'39201','6580181',,,'2013-12-03',,'417903','465581',,,,'-722344.94','-1136900.38'
'6624464','46',,,'39201','6580190',,,'2013-12-03',,'417903','465581',,,,'-722321.44','-1136928'
'6624651','5',,,'39137','6580386','571636',,'2013-12-05',,'423140','469087',,,,'-733933.91','-1113304.79'
'6624804','21',,,'39137','6580530','571873',,'2013-12-05',,'423140','469087',,,,'-733810.03','-1113327.96'
'6624839','24',,,'39137','6580564','571652',,'2011-07-01',,'0','0',,,,,
'6625053','46',,,'39137','6580785','571652',,'2013-12-05',,'423140','469087',,,,'-733722.35','-1113234.82'
'6625312','72',,,'39137','6581048','571725',,'2013-12-05',,'423140','469087',,,,'-734504.26','-1112675.92'
'6625355','76',,,'39137','6581081','571920',,'2013-12-05',,'423140','469087',,,,'-734105.78','-1112983.13'
'6625371','78',,,'39137','6581102','571806',,'2013-12-05',,'423140','469087',,,,'-734107.43','-1113071.07'
'6625398','80',,,'39137','6581129','571938',,'2013-12-05',,'423140','469087',,,,'-734427.98','-1112686.76'
'6625533','94',,,'39137','6581269','571725',,'2013-12-05',,'423140','469087',,,,'-734410.5','-1112896.34'
'6625584','99',,,'39137','6581315','571938',,'2013-12-05',,'423140','469087',,,,'-734381.79','-1112790.45'
'6625665','107',,,'39137','6581391','571725',,'2013-12-05',,'423140','469087',,,,'-734485.56','-1112739.96'
'6625720','113',,,'39137','6581455','571725',,'2013-12-05',,'423140','469087',,,,'-734455.79','-1112700.5'
'6625835','125',,,'39137','6581561','571831',,'2013-12-05',,'423140','469087',,,,'-734334.29','-1112728.82'
'6625860','128',,,'39137','6581595','571938',,'2013-12-05',,'423140','469087',,,,'-734363.52','-1112827.17'
'6625878','129',,,'39137','6581609','571938',,'2013-12-05',,'423140','469087',,,,'-734297.06','-1112890.85'
'6625894','131',,,'39137','6581625','571725',,'2013-12-05',,'423140','469087',,,,'-734387.28','-1112856.56'
'6625924','134',,,'39137','6581650','571997',,'2011-07-01',,'0','0',,,,,
'6625932','135',,,'39137','6581668','571695',,'2013-12-05',,'423140','469087',,,,'-734242.5','-1112992.1'
'6626092','151',,,'39137','6581820','571849',,'2013-12-05',,'423140','469087',,,,'-734191.12','-1113215.57'
'6626254','36',,,'39137','6581986',,,'2013-12-05',,'423140','469087',,,,'-734374.4','-1112884.44'
'6626327','71',,,'39137','6582052','571768',,'2011-07-01',,'0','0',,,,,
'6626572','31',,,'39137','6582303','571890',,'2013-12-05',,'423140','469087',,,,'-733630.35','-1112601.5'
'6626777','52',,,'39137','6582508','571822',,'2013-12-05',,'423140','469087',,,,'-733745.01','-1112567.29'
'6626807','57',,,'39137','6582532','571644',,'2013-12-05',,'423140','469087',,,,'-733291.26','-1112506.76'
'6626998','78',,,'39137','6582729','572047',,'2013-12-05',,'423140','469087',,,,'-733578.73','-1112557.22'
'6627030','82',,,'39137','6582761','571989',,'2013-12-05',,'423140','469087',,,,'-733803.86','-1112847.55'
'6627277','106',,,'39137','6583008','571792',,'2013-12-05',,'423140','469087',,,,'-733451.62','-1113157.3'
'6627293','108',,,'39137','6583024','571792',,'2013-12-05',,'423140','469087',,,,'-733358.25','-1113182.95'
'6627307','109',,,'39137','6583032','571792',,'2013-12-05',,'423140','469087',,,,'-733381.8','-1113167.95'
'6627315','110',,,'39137','6583041','571679',,'2013-12-05',,'423140','469087',,,,'-734041.72','-1112912.15'
'6627340','113',,,'39137','6583075','571784',,'2013-12-05',,'423140','469087',,,,'-734123.63','-1112758.1'
'6627358','114',,,'39137','6583083','571661',,'2013-12-05',,'423140','469087',,,,'-733653.73','-1112845.46'
'6627447','123',,,'39137','6583172','571792',,'2013-12-05',,'423140','469087',,,,'-733506.9','-1113133.75'
'6627463','125',,,'39137','6583199','571784',,'2013-12-05',,'423140','469087',,,,'-734145.88','-1112698.18'
'6627501','129',,,'39137','6583237','571962',,'2013-12-05',,'423140','469087',,,,'-733592.72','-1112828.41'
'6627587','137',,,'39137','6583318','571679',,'2013-12-05',,'423140','469087',,,,'-734456.02','-1112626.78'
'6627731','154',,,'39137','6583466','571903',,'2013-12-05',,'423140','469087',,,,'-734163.39','-1112688.78'
'6627790','160',,,'39137','6583521','571997',,'2013-12-05',,'423140','469087',,,,'-733761.33','-1113074.12'
'6627811','162',,,'39137','6583547','571997',,'2013-12-05',,'423140','469087',,,,'-733776.93','-1113064.88'
'6627994','180',,,'39137','6583725','572039',,'2013-12-05',,'423140','469087',,,,'-733385.93','-1113033.8'
'6628061','187',,,'39137','6583792','572039',,'2013-12-05',,'423140','469087',,,,'-733415.13','-1113039.7'
'6628095','190',,,'39137','6583822','571679',,'2013-12-05',,'423140','469087',,,,'-734176.12','-1112769.74'
'6628354','218',,,'39137','6584080','571717',,'2013-12-05',,'423140','469087',,,,'-734327.63','-1112631.02'
'6628516','237',,,'39137','6584241','571792',,'2013-12-05',,'423140','469087',,,,'-733448.22','-1113110.83'
'6628613','248',,,'39137','6584349','571741',,'2013-12-05',,'423140','469087',,,,'-733360.05','-1113228.88'
'6628648','253',,,'39137','6584373','571962',,'2013-12-05',,'423140','469087',,,,'-733483.53','-1112759.28'
'6628672','257',,,'39137','6584403','571857',,'2013-12-05',,'423140','469087',,,,'-733954.27','-1112728.93'
'6628877','43',,,'39137','6584608','571857',,'2013-12-05',,'423140','469087',,,,'-733984.56','-1112773.49'
'6628893','45',,,'39137','6584624','571857',,'2011-07-01',,'0','0',,,,,
'6628923','49',,,'39137','6584659','571776',,'2013-12-05',,'423140','469087',,,,'-734127.38','-1112650.23'
'6629199','3',,,'39137','6584926',,,'2013-12-05',,'423140','469087',,,,'-735303.43','-1112003.27'
'6629377','21',,,'39137','6585108',,,'2013-12-05',,'423140','469087',,,,'-735281.83','-1111744.93'
'6629695','56',,,'39137','6585426',,,'2013-12-05',,'423140','469087',,,,'-732179.18','-1113263.1'
'6629806','8',,,'39137','6585531',,,'2013-12-05',,'423140','469087',,,,'-734359.06','-1111809.75'
'6629903','8',,,'39137','6585639',,,'2013-12-05',,'423140','469087',,,,'-733231.69','-1110875.63'
'6629989','18',,,'39137','6585710',,,'2013-12-05',,'423140','469087',,,,'-733124.13','-1111168.13'
'6630031','24',,,'39137','6585761',,,'2013-12-05',,'423140','469087',,,,'-733344.38','-1110863.75'
'6630154','40',,,'39137','6585884',,,'2013-12-05',,'423140','469087',,,,'-733230.19','-1111108'
'6630197','45',,,'39137','6585922',,,'2013-12-05',,'423140','469087',,,,'-733297.25','-1110783'
'6630472','6',,,'39118','6586201',,,'2013-12-04',,'419030','466256',,,,'-724253.06','-1130098.13'
'6630502','9',,,'39118','6586236',,,'2013-12-04',,'419030','466256',,,,'-724155.5','-1130000'
'6630944','53',,,'39118','6586678',,,'2013-12-04',,'419030','466256',,,,'-724077.69','-1130365'
'6630979','56',,,'39118','6586708',,,'2013-12-04',,'419030','466256',,,,'-724154.06','-1130335'
'6631029','61',,,'39118','6586759',,,'2013-12-04',,'419030','466256',,,,'-724131','-1130281.38'
'6631053','64',,,'39118','6586783',,,'2013-12-04',,'419030','466256',,,,'-724080.94','-1130328.88'
'6631061','65',,,'39118','6586791',,,'2013-12-04',,'419030','466256',,,,'-723769.75','-1130152.5'
'6631088','67',,,'39118','6586813',,,'2013-12-04',,'419030','466256',,,,'-724039.88','-1130321.38'
'6631177','76',,,'39118','6586902',,,'2013-12-04',,'419030','466256',,,,'-723581.75','-1130512.63'
'6631193','78',,,'39118','6586929',,,'2013-12-04',,'419030','466256',,,,'-723943.38','-1130232.38'
'6631380','97',,,'39118','6587119',,,'2013-12-04',,'419030','466256',,,,'-724074.88','-1130024.38'
'6631541','113',,,'39118','6587275',,,'2013-12-04',,'419030','466256',,,,'-724046.75','-1130471.5'
'6631649','123',,,'39118','6587372',,,'2013-12-04',,'419030','466256',,,,'-723897.13','-1130519.65'
'6631720','131',,,'39118','6587453',,,'2013-12-04',,'419030','466256',,,,'-723773.75','-1130502.13'
'6631975','156',,,'39118','6587704',,,'2013-12-04',,'419030','466256',,,,'-724043.13','-1130157.63'
'6632041','163',,,'39118','6587771',,,'2013-12-04',,'419030','466256',,,,'-723946.37','-1130480.32'
'6632122','4',,,'39201','6587852',,,'2013-12-04',,'419030','466256',,,,'-725453.88','-1130517.38'
'6632165','8',,,'39201','6587895',,,'2013-12-04',,'419030','466256',,,,'-725305.19','-1130704.13'
'6632173','9',,,'39201','6587909',,,'2013-12-04',,'419030','466256',,,,'-725302.25','-1130672'
'6632190','11',,,'39201','6587925',,,'2011-07-01',,'0','0',,,,,
'6632301','1',,,'39201','6588034',,,'2013-12-04',,'419030','466256',,,,'-723168.06','-1131873.38'
'6632416','12',,,'39201','6588140',,,'2013-12-04',,'419030','466256',,,,'-723383','-1131911.63'
'6632513','22',,,'39201','6588247',,,'2013-12-04',,'419030','466256',,,,'-722723.5','-1132141.13'
'6632645','35',,,'39201','6588379',,,'2013-12-04',,'419030','466256',,,,'-723081.5','-1132081.13'
'6632726','43',,,'39201','6588450',,,'2013-12-04',,'419030','466256',,,,'-722960.13','-1132046.25'
'6632751','46',,,'39201','6588484',,,'2013-12-04',,'419030','466256',,,,'-722627.13','-1132101.25'
'6632980','16',,,'39155','6588719',,,'2013-12-03',,'417844','465522',,,,'-721961.13','-1127674.65'
'6633021','20',,,'39155','6588751',,,'2013-12-03',,'417844','465522',,,,'-721930','-1127590'
'6633064','24',,,'39155','6588794',,,'2013-12-03',,'417844','465522',,,,'-721850','-1127620'
'6633188','36',,,'39155','6588913',,,'2013-12-03',,'417844','465522',,,,'-721729.5','-1127555.88'
'6633226','40',,,'39155','6588956',,,'2013-12-03',,'417844','465522',,,,'-722045.06','-1127554.25'
'6633315','49',,,'39155','6589049',,,'2013-12-03',,'417844','465522',,,,'-721897.44','-1127723.38'
'6633358','53',,,'39155','6589081',,,'2013-12-03',,'417844','465522',,,,'-722078.75','-1127680.38'
'6633528','2',,,'39137','6589251',,,'2013-12-05',,'423140','469087',,,,'-731248.13','-1112686.6'
'6633731','5',,,'39137','6589464',,,'2013-12-05',,'423140','469087',,,,'-731363.08','-1114376.16'
'6633811','14',,,'39137','6589545',,,'2013-12-05',,'423140','469087',,,,'-731404.4','-1114483.12'
'6634117','24',,,'39137','6589847',,,'2013-12-05',,'423140','469087',,,,'-731381.25','-1115397.13'
'6634150','28',,,'39137','6589880',,,'2013-12-05',,'423140','469087',,,,'-730340','-1115863'
'6634168','29',,,'39137','6589898',,,'2013-12-05',,'423140','469087',,,,'-731411.75','-1115394.25'
'6634184','31',,,'39137','6589910',,,'2013-12-05',,'423140','469087',,,,'-731075.31','-1115316.38'
'6634222','35',,,'39137','6589952',,,'2013-12-05',,'423140','469087',,,,'-731095.56','-1115410.13'
'6634338','47',,,'39137','6590063',,,'2013-12-05',,'423140','469087',,,,'-731104','-1115320.88'
'6634419','5',,,'39133','6590144',,,'2013-12-03',,'416474','462805',,,,'-744169.68','-1105727.31'
'6634486','5',,,'39133','6590217',,,'2013-12-03',,'416474','462805',,,,'-744175.27','-1105066.5'
'6634559','4',,,'39133','6590284',,,'2013-12-03',,'416474','462805',,,,'-746173.26','-1108656.37'
'6634591','8',,,'39133','6590322',,,'2013-12-03',,'416474','462805',,,,'-745998.46','-1108828.93'
'6634788','16',,,'39133','6590519',,,'2013-12-03',,'416474','462805',,,,'-743884.43','-1107606.82'
'6634796','17',,,'39133','6590527',,,'2013-12-03',,'416474','462805',,,,'-744034.35','-1107417.24'
'6634800','18',,,'39133','6590535',,,'2013-12-03',,'416474','462805',,,,'-743964.29','-1107423.92'
'6634923','7',,,'39133','6590659','572373',,'2013-12-03',,'416474','462805',,,,'-744233.44','-1110503.63'
'6634982','14',,,'39133','6590713','572390',,'2013-12-03',,'416474','462805',,,,'-744112.88','-1110587.88'
'6635016','17',,,'39133','6590748','572390',,'2013-12-03',,'416474','462805',,,,'-744036.63','-1110629.63'
'6635032','19',,,'39133','6590764','572390',,'2013-12-03',,'416474','462805',,,,'-744067','-1110605.75'
'6635083','24',,,'39133','6590811','572390',,'2013-12-03',,'416474','462805',,,,'-744119.19','-1110547.63'
'6635091','25',,,'39133','6590829','572390',,'2013-12-03',,'416474','462805',,,,'-744137.38','-1110532.38'
'6635237','40',,,'39133','6590969','572322',,'2013-12-03',,'416474','462805',,,,'-743961.25','-1110442.88'
'6635253','42',,,'39133','6590985','572322',,'2013-12-03',,'416474','462805',,,,'-744106','-1110404'
'6635334','51',,,'39133','6591060','572331',,'2013-12-03',,'416474','462805',,,,'-744134.06','-1110281.5'
'6635539','71',,,'39133','6591264','572306',,'2013-12-03',,'416474','462805',,,,'-744175','-1110224.25'
'6635580','76',,,'39133','6591311','572331',,'2013-12-03',,'416474','462805',,,,'-744186.25','-1110282.38'
'6635598','77',,,'39133','6591329','572331',,'2013-12-03',,'416474','462805',,,,'-744212','-1110284.38'
'6635610','79',,,'39133','6591345','572331',,'2013-12-03',,'416474','462805',,,,'-744246','-1110296'
'6635687','86',,,'39133','6591418','572381',,'2013-12-03',,'416474','462805',,,,'-744293.31','-1110254.88'
'6635849','102',,,'39133','6591574','572365',,'2013-12-03',,'416474','462805',,,,'-744384.69','-1110340.88'
'6635946','112',,,'39133','6591671','572420',,'2013-12-03',,'416474','462805',,,,'-744650.94','-1110287.13'
'6636063','124',,,'39133','6591795','572420',,'2013-12-03',,'416474','462805',,,,'-744678.56','-1110348.5'
'6636128','131',,,'39133','6591850','572420',,'2013-12-03',,'416474','462805',,,,'-744649.88','-1110311.5'
'6636179','136',,,'39133','6591906','572349',,'2013-12-03',,'416474','462805',,,,'-744558.38','-1110442.88'
'6636195','138',,,'39133','6591922','572349',,'2013-12-03',,'416474','462805',,,,'-744575.25','-1110469'
'6636306','149',,,'39133','6592031','572349',,'2013-12-03',,'416474','462805',,,,'-744584.81','-1110522.5'
'6636403','160',,,'39133','6592139','572365',,'2013-12-03',,'416474','462805',,,,'-744409.13','-1110436.63'
'6636519','171',,,'39133','6592244','572306',,'2013-12-03',,'416474','462805',,,,'-744216.31','-1110144.13'
'6636586','183',,,'39133','6592317','572349',,'2013-12-03',,'416474','462805',,,,'-744623.13','-1110535'
'6636896','217',,,'39133','6592627','572349',,'2013-12-03',,'416474','462805',,,,'-744620.81','-1110512.63'
'6636942','222',,,'39133','6592678','572322',,'2013-12-03',,'416474','462805',,,,'-743941.19','-1110452.88'
'6637001','229',,,'39133','6592732','572438',,'2013-12-03',,'416474','462805',,,,'-743972','-1110614.63'
'6637086','237',,,'39133','6592813','572365',,'2013-12-03',,'416474','462805',,,,'-744467.25','-1110399.63'
'6637221','251',,,'39133','6592953','572527',,'2013-12-03',,'416474','462805',,,,'-744379.94','-1110873.75'
'6637451','274',,,'39133','6593186','572501',,'2013-12-03',,'416474','462805',,,,'-744025.75','-1110317.38'
'6637507','279',,,'39133','6593232','572543',,'2013-12-03',,'416474','462805',,,,'-743844.19','-1110378.38'
'6637655','294',,,'39133','6593381','572497',,'2013-12-03',,'416474','462805',,,,'-743898.06','-1110268.25'
'6637671','296',,,'39133','6593402','572497',,'2013-12-03',,'416474','462805',,,,'-743860','-1110280'
'6637736','302',,,'39133','6593461','572471',,'2013-12-03',,'416474','462805',,,,'-743850','-1110247'
'6637825','314',,,'39133','6593551','572551',,'2013-12-03',,'416474','462805',,,,'-744332.02','-1110937.64'
'6637973','4',,,'39133','6593704',,,'2013-12-03',,'416474','462805',,,,'-744744.34','-1107423.27'
'6638031','5',,,'39133','6593763',,,'2013-12-03',,'416474','462805',,,,'-746291.76','-1110015.41'
'6638155','7',,,'39133','6593887',,,'2013-12-03',,'416474','462805',,,,'-745642.22','-1108890.17'
'6638244','9',,,'39133','6593976',,,'2013-12-03',,'416474','462805',,,,'-746004.16','-1109909.66'
'6638325','4',,,'39201','6594018',,,'2013-12-05',,'423207','469154',,,,'-733787.22','-1134893.26'
'6638473','12',,,'39201','6594093',,,'2013-12-05',,'423207','469154',,,,'-733965.25','-1134811.53'
'6638538','15',,,'39201','6594123',,,'2013-12-05',,'423207','469154',,,,'-734022.43','-1134829.7'
'6638635','20',,,'39201','6594174',,,'2013-12-05',,'423207','469154',,,,'-734093.71','-1134808.6'
'6639445','62',,,'39201','6594590',,,'2013-12-05',,'423207','469154',,,,'-735383.75','-1135452.63'
'6639577','69',,,'39201','6594662',,,'2013-12-05',,'423207','469154',,,,'-733802.12','-1134967.61'
'6639615','71',,,'39201','6594689',,,'2013-12-05',,'423207','469154',,,,'-733784.23','-1134946.95'
'6639658','73',,,'39201','6594701',,,'2013-12-05',,'423207','469154',,,,'-733778.3','-1134966.8'
'6639755','78',,,'39201','6594751',,,'2013-12-05',,'423207','469154',,,,'-733911.62','-1135205.63'
'6639836','82',,,'39201','6594794',,,'2013-12-05',,'423207','469154',,,,'-734132.68','-1134827.33'
'6639917','86',,,'39201','6594832',,,'2013-12-05',,'423207','469154',,,,'-733649.28','-1134961.15'
'6640141','98',,,'39201','6594956',,,'2013-12-05',,'423207','469154',,,,'-733955.7','-1135428.81'
'6640249','108',,,'39201','6595057',,,'2013-12-05',,'423207','469154',,,,'-733963.42','-1135467.99'
'6640281','112',,,'39201','6595090',,,'2013-12-05',,'423207','469154',,,,'-733961.76','-1135348.24'
'6640290','113',,,'39201','6595103',,,'2013-12-05',,'423207','469154',,,,'-733996.22','-1135589.95'
'6640435','127',,,'39201','6595243',,,'2013-12-05',,'423207','469154',,,,'-733948.18','-1134892.42'
'6640486','132',,,'39201','6595294',,,'2013-12-05',,'423207','469154',,,,'-733945.68','-1135239.35'
'6640508','134',,,'39201','6595316',,,'2013-12-05',,'423207','469154',,,,'-733977.44','-1135257.62'
