'Kod','Nazev','Obec','Pou','Nespravny','PlatiOd','PlatiDo','IdTransakce','GlobalniIdNavrhuZmeny','NespravneUdaje','OznacenoDne','OznacenoInfo'
574333,'Mlýnská',553069,,,2011-07-01,,0,0,,,
574597,'Horní příkopy',553131,,,2011-07-01,,0,0,,,
574678,'Kadlecova',553131,,,2011-07-01,,0,0,,,
574830,'Na Pršíně',553131,,,2013-10-29,,380714,448629,,,
574864,'Na Svépomoci',553131,,,2011-07-01,,0,0,,,
574881,'Na Vyhlídce',553131,,,2011-07-01,,0,0,,,
575101,'U Benzinové pumpy',553131,,,2011-07-01,,0,0,,,
575143,'U Vápenky',553131,,,2011-07-01,,0,0,,,
575160,'Zahradní',553131,,,2011-07-01,,0,0,,,
575178,'Zátkova',553131,,,2011-07-01,,0,0,,,
575283,'Na Propadlišti',553131,,,2014-01-07,,452713,485653,,,
575399,'U Letiště',553131,,,2013-10-29,,380714,448629,,,
575453,'Za Jitonou',553131,,,2013-10-29,,380714,448629,,,
575569,'Bezručova',552046,,,2014-05-26,,609050,585036,,,
575585,'Bílkova',552046,,,2013-10-25,,378903,448188,,,
575615,'Brigádníků',552046,,,2011-07-01,,0,0,,,
576131,'Jordánská',552046,,,2014-03-12,,553582,554632,,,
576140,'Josefa Švehly',552046,,,2011-07-01,,0,0,,,
576158,'Václava Soumara',552046,,,2014-05-26,,609050,585036,,,
576379,'Kpt. Jaroše',552046,,,2014-05-26,,609050,585036,,,
576484,'Leskovická',552046,,,2011-07-01,,0,0,,,
576573,'Lužnická',552046,,,2014-05-07,,597036,579168,,,
576808,'Na Rybníčku',552046,,,2011-07-01,,0,0,,,
576832,'Na Výsluní',552046,,,2011-07-01,,0,0,,,
576964,'Odolenova',552046,,,2014-05-07,,597036,579168,,,
577103,'Pod Tržním nám.',552046,,,2011-07-01,,0,0,,,
577146,'Pražská',552046,,,2011-07-01,,0,0,,,
577464,'Stromová',552046,,,2011-07-01,,0,0,,,
577600,'Švamberkova',552046,,,2014-05-07,,597036,579168,,,
577731,'U Cihelny',552046,,,2011-07-01,,0,0,,,
577812,'K Návsi',552046,,,2011-07-01,,0,0,,,
577928,'Ústecká',552046,,,2014-02-25,,536114,543320,,,
578011,'Vilová',552046,,,2011-07-01,,0,0,,,
578088,'Zahradnická',552046,,,2011-07-01,,0,0,,,
578118,'Zálužská',552046,,,2011-07-01,,0,0,,,
578169,'Žižkova',552046,,,2011-07-01,,0,0,,,
578193,'Kaštanová',552046,,,2011-07-01,,0,0,,,
578207,'Kostnická',552046,,,2011-07-01,,0,0,,,
578215,'Soví',552046,,,2013-10-25,,378903,448188,,,
578321,'U Lužnice',552046,,,2011-07-01,,0,0,,,
578495,'Hlobilova',553271,,,2013-11-19,,400265,456453,,,
578592,'P. Voka',553271,,,2011-07-01,,0,0,,,
578762,'U Přejezdu',553271,,,2013-11-19,,400265,456453,,,
667340,'U Vodojemu',552046,,,2011-07-01,,0,0,,,
686158,'U Vodojemu',552054,,,2011-07-01,,0,0,,,
689599,'Lhotecká',552046,,,2011-07-01,,0,0,,,
689769,'V Cihelnách',552046,,,2011-07-01,,0,0,,,
690147,'Slavníkovců',552496,,,2011-07-01,,0,0,,,
